transaction_id,account_id,transaction_date,transaction_type,amount
3497,1273,2026-03-02 00:00:00,Withdrawal,6845.92
3498,349,2022-08-05 00:00:00,Buy,8907.13
3499,975,2022-05-10 00:00:00,Buy,7924.54
3500,915,2024-08-11 00:00:00,Buy,6921.66
3501,670,2021-09-15 00:00:00,Contribution,877.46
3502,104,2021-07-08 00:00:00,Buy,5308.73
3503,1148,2021-12-12 00:00:00,Contribution,6850.37
3504,898,2022-02-18 00:00:00,Buy,2711.73
3505,191,2024-04-06 00:00:00,Contribution,2274.88
3506,139,2022-01-16 00:00:00,Buy,8314.44
3507,548,2021-01-09 00:00:00,Sell,2145.66
3508,472,2023-09-03 00:00:00,Buy,1786.93
3509,346,2025-11-03 00:00:00,Buy,6480.59
3510,1378,2021-10-07 00:00:00,Buy,1990.05
3511,155,2020-12-09 00:00:00,Buy,9132.58
3512,765,2024-03-20 00:00:00,Buy,4085.87
3513,372,2024-08-04 00:00:00,Buy,4580.02
3514,935,2025-03-16 00:00:00,Contribution,6821.32
3515,525,2025-11-15 00:00:00,Withdrawal,1734.55
3516,580,2021-06-16 00:00:00,Buy,2844.75
3517,1442,2024-01-28 00:00:00,Buy,2040.58
3518,49,2023-10-05 00:00:00,Contribution,1497.74
3519,996,2026-02-04 00:00:00,Contribution,3086.16
3520,606,2021-07-01 00:00:00,Buy,24172.06
3521,636,2023-05-10 00:00:00,Buy,10637.3
3522,587,2021-06-30 00:00:00,Buy,6895.3
3523,1438,2020-03-11 00:00:00,Buy,8161.84
3524,384,2026-05-29 00:00:00,Buy,46223.84
3525,620,2021-12-16 00:00:00,Rebalance,21706.51
3526,1053,2025-08-26 00:00:00,Buy,3625.31
3527,24,2020-07-31 00:00:00,Buy,16391.83
3528,770,2023-12-05 00:00:00,Sell,5931.27
3529,719,2022-05-04 00:00:00,Buy,18570.31
3530,882,2021-01-01 00:00:00,Sell,5067.16
3531,76,2022-01-27 00:00:00,Withdrawal,2896.4
3532,28,2021-02-07 00:00:00,Rebalance,4284.3
3533,1248,2020-12-18 00:00:00,Rebalance,3361.42
3534,13,2025-01-17 00:00:00,Sell,11696.31
3535,782,2022-08-10 00:00:00,Buy,2793.05
3536,435,2022-08-29 00:00:00,Sell,11766.15
3537,467,2022-03-20 00:00:00,Sell,12646.7
3538,50,2023-12-13 00:00:00,Sell,1255.04
3539,976,2026-05-04 00:00:00,Contribution,2910.32
3540,1175,2023-08-20 00:00:00,Rebalance,12874.92
3541,1322,2021-04-17 00:00:00,Buy,1482.43
3542,1281,2025-12-22 00:00:00,Dividend,1933.06
3543,1374,2022-06-07 00:00:00,Withdrawal,9440.97
3544,254,2025-07-12 00:00:00,Dividend,5483.01
3545,628,2020-02-09 00:00:00,Dividend,1121.67
3546,408,2025-02-01 00:00:00,Buy,13302.61
3547,110,2021-08-24 00:00:00,Sell,591.86
3548,183,2024-09-04 00:00:00,Sell,5942.95
3549,669,2023-11-20 00:00:00,Dividend,7915.3
3550,1125,2025-12-09 00:00:00,Dividend,18446.46
3551,987,2022-10-04 00:00:00,Dividend,4542.31
3552,1369,2025-05-23 00:00:00,Dividend,11357.5
3553,174,2024-08-31 00:00:00,Dividend,3245.48
3554,528,2022-04-06 00:00:00,Rebalance,48401.36
3555,147,2024-11-21 00:00:00,Contribution,6555.99
3556,1418,2020-12-01 00:00:00,Rebalance,6141.1
3557,363,2025-03-22 00:00:00,Dividend,1964.27
3558,270,2021-09-18 00:00:00,Sell,7745.05
3559,399,2024-07-04 00:00:00,Contribution,35952.81
3560,1056,2021-08-24 00:00:00,Sell,3664.04
3561,744,2021-09-11 00:00:00,Buy,4220.89
3562,1430,2020-11-20 00:00:00,Buy,759.33
3563,1238,2022-08-16 00:00:00,Buy,2148.22
3564,1485,2020-12-15 00:00:00,Withdrawal,1799.94
3565,12,2026-02-13 00:00:00,Sell,1349.92
3566,1423,2024-06-04 00:00:00,Buy,6981.67
3567,27,2020-06-10 00:00:00,Withdrawal,4321.78
3568,418,2026-05-10 00:00:00,Contribution,7705.35
3569,1155,2025-03-22 00:00:00,Buy,24794.48
3570,553,2020-07-02 00:00:00,Rebalance,10795.37
3571,1385,2023-04-16 00:00:00,Dividend,4533.31
3572,1118,2020-03-05 00:00:00,Rebalance,14433.7
3573,128,2024-06-23 00:00:00,Buy,40369.73
3574,1259,2020-10-19 00:00:00,Dividend,4801.67
3575,798,2023-03-24 00:00:00,Buy,16517.4
3576,291,2021-05-18 00:00:00,Sell,5441.37
3577,222,2023-11-21 00:00:00,Buy,1430.64
3578,695,2020-12-02 00:00:00,Sell,6583.38
3579,545,2021-01-27 00:00:00,Buy,29540.19
3580,275,2020-07-21 00:00:00,Rebalance,35802.19
3581,983,2023-04-23 00:00:00,Rebalance,11267.18
3582,1053,2021-01-10 00:00:00,Withdrawal,5672.37
3583,273,2024-04-15 00:00:00,Contribution,5760.99
3584,1323,2022-05-17 00:00:00,Buy,9167.58
3585,1076,2020-10-13 00:00:00,Dividend,7012.11
3586,1163,2025-09-27 00:00:00,Buy,5720.61
3587,991,2022-06-20 00:00:00,Sell,1929.08
3588,978,2025-07-14 00:00:00,Sell,35855
3589,1340,2025-03-14 00:00:00,Buy,6036.71
3590,951,2025-05-12 00:00:00,Buy,15750.43
3591,735,2022-03-12 00:00:00,Buy,19664.09
3592,186,2026-03-25 00:00:00,Contribution,7960.48
3593,402,2023-03-20 00:00:00,Rebalance,3357.8
3594,898,2023-01-23 00:00:00,Buy,13651.95
3595,804,2023-05-21 00:00:00,Sell,10266.82
3596,1382,2026-04-24 00:00:00,Buy,2102.1
3597,320,2026-05-16 00:00:00,Buy,11211.83
3598,60,2025-03-19 00:00:00,Dividend,6022.46
3599,94,2026-02-24 00:00:00,Withdrawal,1369.09
3600,1033,2024-07-30 00:00:00,Sell,5504.21
3601,553,2024-03-07 00:00:00,Contribution,4328.18
3602,1279,2023-03-08 00:00:00,Rebalance,3998.56
3603,888,2024-05-16 00:00:00,Rebalance,1632.54
3604,170,2020-09-04 00:00:00,Dividend,13340.16
3605,1237,2022-06-29 00:00:00,Sell,9362.67
3606,86,2022-06-10 00:00:00,Buy,5859.1
3607,1437,2022-04-24 00:00:00,Buy,11509.07
3608,1154,2021-09-21 00:00:00,Contribution,9663.22
3609,317,2022-04-26 00:00:00,Buy,12734.25
3610,1061,2024-12-21 00:00:00,Withdrawal,2183.05
3611,1271,2026-01-30 00:00:00,Sell,1639.38
3612,944,2024-03-09 00:00:00,Buy,5752.32
3613,106,2023-05-01 00:00:00,Buy,13635.82
3614,967,2023-03-25 00:00:00,Contribution,6493.91
3615,1048,2021-06-02 00:00:00,Buy,8922.17
3616,7,2026-05-17 00:00:00,Sell,2225.03
3617,886,2023-08-08 00:00:00,Sell,1023.44
3618,597,2023-05-01 00:00:00,Buy,4421.02
3619,659,2024-10-06 00:00:00,Contribution,3031.77
3620,446,2020-04-26 00:00:00,Contribution,2874.26
3621,491,2021-05-30 00:00:00,Dividend,12685.76
3622,1195,2020-07-31 00:00:00,Buy,33448.61
3623,1236,2021-08-13 00:00:00,Buy,3624.35
3624,857,2024-07-12 00:00:00,Sell,1797.4
3625,689,2023-07-21 00:00:00,Buy,3506.31
3626,147,2020-06-11 00:00:00,Dividend,30536.35
3627,1008,2021-09-08 00:00:00,Sell,42889.48
3628,526,2020-04-20 00:00:00,Contribution,14383.14
3629,292,2024-05-09 00:00:00,Sell,16551.18
3630,349,2024-11-15 00:00:00,Buy,5180.16
3631,369,2021-02-23 00:00:00,Sell,2738.49
3632,158,2020-04-19 00:00:00,Dividend,2404.8
3633,985,2024-01-20 00:00:00,Buy,28229.33
3634,613,2022-06-20 00:00:00,Rebalance,7776.48
3635,1306,2025-12-09 00:00:00,Dividend,2270.78
3636,84,2021-11-18 00:00:00,Dividend,1976.24
3637,532,2025-07-11 00:00:00,Contribution,7178.89
3638,1238,2020-01-24 00:00:00,Contribution,2609
3639,1290,2020-12-10 00:00:00,Rebalance,29071.99
3640,982,2024-03-29 00:00:00,Buy,12686.24
3641,1253,2026-02-11 00:00:00,Sell,1281.19
3642,1012,2021-02-17 00:00:00,Buy,7724.84
3643,1045,2025-06-26 00:00:00,Withdrawal,2622.59
3644,64,2020-04-25 00:00:00,Contribution,20063.83
3645,838,2022-01-23 00:00:00,Sell,5382.26
3646,1262,2020-07-26 00:00:00,Sell,720.69
3647,1217,2024-06-14 00:00:00,Buy,15690.74
3648,1431,2026-05-14 00:00:00,Withdrawal,6400.14
3649,412,2022-11-10 00:00:00,Contribution,10440.27
3650,22,2021-09-09 00:00:00,Buy,2920.44
3651,854,2024-10-07 00:00:00,Contribution,7525.87
3652,776,2022-10-10 00:00:00,Buy,2288.93
3653,571,2026-04-30 00:00:00,Contribution,17334.54
3654,709,2020-03-17 00:00:00,Sell,11440.44
3655,506,2024-09-07 00:00:00,Rebalance,11535.83
3656,1115,2020-03-03 00:00:00,Buy,6475.55
3657,752,2020-04-01 00:00:00,Buy,15604.13
3658,1066,2025-08-06 00:00:00,Contribution,34326.3
3659,455,2023-03-25 00:00:00,Contribution,7922.12
3660,311,2020-02-27 00:00:00,Dividend,8450.84
3661,1004,2021-08-12 00:00:00,Buy,6205.09
3662,1026,2023-09-16 00:00:00,Sell,2530.97
3663,162,2022-02-01 00:00:00,Buy,7207.24
3664,676,2024-10-01 00:00:00,Contribution,1398.34
3665,990,2023-11-16 00:00:00,Sell,765.89
3666,1324,2025-08-04 00:00:00,Contribution,20599.83
3667,507,2020-05-17 00:00:00,Buy,5845.78
3668,1467,2023-07-04 00:00:00,Sell,3222.46
3669,504,2021-06-12 00:00:00,Sell,1780.83
3670,1481,2021-10-04 00:00:00,Withdrawal,6825.01
3671,250,2022-10-20 00:00:00,Withdrawal,2791.05
3672,961,2025-11-09 00:00:00,Buy,4335.9
3673,38,2024-08-14 00:00:00,Buy,940.52
3674,10,2024-04-14 00:00:00,Rebalance,8739.49
3675,282,2022-01-07 00:00:00,Rebalance,6838.3
3676,544,2023-05-15 00:00:00,Sell,3047.17
3677,956,2026-01-19 00:00:00,Rebalance,3799.55
3678,11,2024-07-01 00:00:00,Buy,1065.53
3679,505,2021-09-02 00:00:00,Contribution,7786.81
3680,180,2020-11-22 00:00:00,Sell,8081.16
3681,168,2022-10-01 00:00:00,Dividend,4077.05
3682,1018,2022-11-07 00:00:00,Buy,7733.9
3683,148,2022-01-11 00:00:00,Sell,8299.51
3684,1032,2025-10-02 00:00:00,Sell,9612.92
3685,427,2023-12-18 00:00:00,Buy,2069.63
3686,1340,2021-08-03 00:00:00,Sell,1810.37
3687,1177,2020-08-15 00:00:00,Rebalance,5391.61
3688,195,2021-09-13 00:00:00,Contribution,4796.81
3689,661,2021-12-26 00:00:00,Rebalance,15356.98
3690,851,2026-01-28 00:00:00,Buy,4225.27
3691,9,2023-03-06 00:00:00,Contribution,3664.13
3692,874,2024-04-09 00:00:00,Withdrawal,10021.69
3693,896,2023-12-03 00:00:00,Buy,28719.15
3694,1463,2022-10-02 00:00:00,Contribution,4626.25
3695,1024,2025-10-15 00:00:00,Sell,17033.56
3696,300,2024-05-13 00:00:00,Buy,1767.54
3697,255,2023-02-27 00:00:00,Buy,16429.98
3698,990,2020-02-07 00:00:00,Buy,2696.57
3699,1420,2024-06-19 00:00:00,Sell,1858.25
3700,503,2025-11-15 00:00:00,Contribution,870.55
3701,1426,2021-04-25 00:00:00,Sell,99120.59
3702,1067,2023-03-26 00:00:00,Buy,8099.13
3703,1051,2022-08-31 00:00:00,Contribution,2046.86
3704,66,2023-05-01 00:00:00,Rebalance,666.59
3705,1495,2022-12-01 00:00:00,Withdrawal,11480.81
3706,544,2022-05-10 00:00:00,Buy,11414.71
3707,42,2022-08-18 00:00:00,Sell,15423.36
3708,406,2023-01-30 00:00:00,Sell,19438.82
3709,791,2021-03-14 00:00:00,Buy,3214.93
3710,1257,2025-12-20 00:00:00,Withdrawal,2951.17
3711,1357,2025-09-23 00:00:00,Contribution,1438.61
3712,778,2022-03-08 00:00:00,Buy,3071.57
3713,1049,2022-03-07 00:00:00,Buy,1952.61
3714,1326,2021-01-26 00:00:00,Sell,68819.38
3715,158,2023-06-17 00:00:00,Buy,5373.44
3716,1139,2023-01-21 00:00:00,Buy,3777.48
3717,1471,2022-03-06 00:00:00,Contribution,7263.28
3718,755,2023-11-22 00:00:00,Contribution,7637.23
3719,127,2023-04-15 00:00:00,Sell,14065.48
3720,595,2023-03-14 00:00:00,Sell,7327.2
3721,395,2025-01-22 00:00:00,Buy,5844.08
3722,517,2025-03-07 00:00:00,Rebalance,2804.98
3723,1233,2023-03-02 00:00:00,Contribution,38440.27
3724,608,2020-09-24 00:00:00,Rebalance,4163.21
3725,431,2025-07-16 00:00:00,Withdrawal,2985.69
3726,1233,2021-10-15 00:00:00,Buy,3281.55
3727,691,2024-12-21 00:00:00,Buy,3051.12
3728,920,2021-01-14 00:00:00,Buy,26673.42
3729,944,2020-03-15 00:00:00,Buy,11502.53
3730,478,2024-12-20 00:00:00,Buy,2129.68
3731,577,2025-03-23 00:00:00,Contribution,38404.76
3732,330,2020-12-09 00:00:00,Buy,4909.13
3733,223,2023-11-19 00:00:00,Buy,960.27
3734,1467,2023-04-29 00:00:00,Sell,775.51
3735,824,2026-05-31 00:00:00,Sell,4204.1
3736,1004,2025-08-10 00:00:00,Withdrawal,2024.63
3737,1280,2023-07-31 00:00:00,Sell,2160.51
3738,1203,2025-06-29 00:00:00,Sell,8124.51
3739,1425,2024-09-18 00:00:00,Sell,5978.25
3740,588,2024-02-26 00:00:00,Rebalance,983.34
3741,511,2023-05-24 00:00:00,Sell,1893.48
3742,343,2022-04-09 00:00:00,Sell,23251.55
3743,725,2024-02-16 00:00:00,Contribution,7089.84
3744,1493,2025-07-07 00:00:00,Sell,6198.63
3745,136,2024-02-03 00:00:00,Buy,9536.06
3746,613,2021-01-15 00:00:00,Contribution,437.18
3747,1234,2020-04-21 00:00:00,Dividend,27135.57
3748,1176,2020-04-19 00:00:00,Dividend,4219.52
3749,508,2024-03-08 00:00:00,Contribution,6487.5
3750,122,2020-03-21 00:00:00,Withdrawal,6648
3751,580,2025-11-04 00:00:00,Dividend,30207.6
3752,719,2021-09-29 00:00:00,Buy,18206.03
3753,472,2025-01-19 00:00:00,Dividend,3916.4
3754,25,2023-01-08 00:00:00,Rebalance,3342.21
3755,1363,2025-11-20 00:00:00,Contribution,10765.35
3756,462,2025-03-01 00:00:00,Dividend,10123.93
3757,188,2023-08-02 00:00:00,Buy,727.13
3758,265,2020-07-25 00:00:00,Buy,2394.26
3759,186,2022-07-15 00:00:00,Sell,11661.12
3760,1462,2020-09-29 00:00:00,Rebalance,10937.11
3761,901,2025-04-01 00:00:00,Sell,3868.79
3762,1148,2023-07-18 00:00:00,Buy,3194.33
3763,1345,2020-01-07 00:00:00,Rebalance,12087.07
3764,600,2022-07-31 00:00:00,Contribution,2762.04
3765,1484,2024-12-28 00:00:00,Buy,8356.26
3766,1234,2024-02-29 00:00:00,Dividend,14618.25
3767,1259,2020-07-28 00:00:00,Buy,3876.05
3768,478,2020-01-06 00:00:00,Buy,38555.03
3769,148,2020-07-05 00:00:00,Rebalance,2840.6
3770,94,2021-06-21 00:00:00,Rebalance,18110.81
3771,1350,2021-03-26 00:00:00,Rebalance,8100.62
3772,936,2023-03-22 00:00:00,Buy,13274.04
3773,556,2024-07-24 00:00:00,Dividend,6826.66
3774,122,2022-07-22 00:00:00,Contribution,3064.73
3775,58,2025-02-24 00:00:00,Contribution,19137.03
3776,1272,2021-01-01 00:00:00,Sell,4503.58
3777,773,2022-01-14 00:00:00,Buy,9370.85
3778,524,2021-09-03 00:00:00,Withdrawal,7122.07
3779,393,2021-12-20 00:00:00,Sell,8509.28
3780,180,2024-12-04 00:00:00,Buy,24939.93
3781,1442,2022-07-09 00:00:00,Sell,3349.9
3782,1138,2020-02-01 00:00:00,Contribution,1074.7
3783,859,2025-05-02 00:00:00,Sell,1810.44
3784,501,2020-06-08 00:00:00,Dividend,5902.09
3785,39,2024-05-02 00:00:00,Dividend,2592.22
3786,178,2022-12-25 00:00:00,Buy,961.28
3787,464,2023-06-28 00:00:00,Buy,21357.58
3788,1154,2020-06-13 00:00:00,Sell,9564.25
3789,124,2020-08-07 00:00:00,Withdrawal,5266.3
3790,136,2025-03-07 00:00:00,Sell,4758.88
3791,1110,2023-06-18 00:00:00,Sell,1457.18
3792,962,2022-02-07 00:00:00,Withdrawal,5316.69
3793,416,2020-01-22 00:00:00,Buy,8185.91
3794,161,2020-12-16 00:00:00,Contribution,11457.82
3795,728,2025-07-26 00:00:00,Rebalance,5426.82
3796,881,2024-04-08 00:00:00,Withdrawal,20969.59
3797,137,2024-12-10 00:00:00,Buy,3624.53
3798,1192,2020-12-07 00:00:00,Sell,553.86
3799,807,2023-08-03 00:00:00,Dividend,4980.08
3800,465,2025-03-03 00:00:00,Buy,1171.15
3801,1313,2024-06-28 00:00:00,Buy,2163.79
3802,1135,2024-05-28 00:00:00,Buy,3563.43
3803,1355,2025-10-24 00:00:00,Buy,25862.01
3804,1360,2024-11-24 00:00:00,Rebalance,2566.81
3805,173,2021-08-14 00:00:00,Contribution,1980.78
3806,1420,2021-05-22 00:00:00,Buy,4013.19
3807,55,2022-06-27 00:00:00,Dividend,3175.26
3808,389,2020-11-26 00:00:00,Buy,1585.05
3809,370,2021-11-04 00:00:00,Buy,1877.11
3810,748,2020-10-08 00:00:00,Rebalance,5999.75
3811,701,2020-03-08 00:00:00,Contribution,15856.56
3812,87,2025-05-21 00:00:00,Withdrawal,3538.87
3813,164,2024-10-17 00:00:00,Sell,10569.6
3814,523,2024-02-07 00:00:00,Buy,3634.11
3815,75,2025-04-29 00:00:00,Rebalance,22072.11
3816,772,2024-03-31 00:00:00,Withdrawal,2910.58
3817,1215,2025-08-26 00:00:00,Contribution,1231.49
3818,527,2024-12-22 00:00:00,Rebalance,1843.98
3819,489,2020-06-13 00:00:00,Contribution,2188.57
3820,964,2022-04-06 00:00:00,Contribution,756.62
3821,346,2020-08-11 00:00:00,Buy,21481.76
3822,605,2024-09-20 00:00:00,Rebalance,16143
3823,699,2024-04-16 00:00:00,Buy,1337.57
3824,768,2022-06-12 00:00:00,Sell,1596.46
3825,548,2022-07-21 00:00:00,Buy,8428.03
3826,465,2021-06-02 00:00:00,Buy,32697.5
3827,1293,2022-10-19 00:00:00,Sell,3901.14
3828,1190,2023-10-16 00:00:00,Buy,6083.51
3829,800,2025-09-03 00:00:00,Rebalance,3892.76
3830,944,2024-09-09 00:00:00,Buy,2489.83
3831,148,2021-05-14 00:00:00,Withdrawal,7720.07
3832,329,2021-04-10 00:00:00,Rebalance,4202.74
3833,1262,2024-09-11 00:00:00,Rebalance,9370.84
3834,771,2024-02-05 00:00:00,Rebalance,9486.52
3835,1114,2021-06-17 00:00:00,Withdrawal,12723.58
3836,952,2023-06-17 00:00:00,Sell,4087.11
3837,1132,2021-09-25 00:00:00,Buy,19849.21
3838,989,2020-06-26 00:00:00,Dividend,22680.4
3839,199,2023-12-07 00:00:00,Sell,3942.84
3840,1444,2020-05-02 00:00:00,Rebalance,5702.49
3841,524,2025-08-18 00:00:00,Rebalance,9799.4
3842,765,2023-07-29 00:00:00,Buy,32960.8
3843,311,2022-01-18 00:00:00,Withdrawal,5107.19
3844,80,2025-06-12 00:00:00,Buy,4020.01
3845,104,2024-05-29 00:00:00,Dividend,8314.38
3846,1486,2021-06-30 00:00:00,Sell,3834.42
3847,652,2021-08-26 00:00:00,Rebalance,51149.97
3848,504,2025-06-11 00:00:00,Withdrawal,7827.25
3849,1174,2026-04-02 00:00:00,Buy,9600.22
3850,490,2022-05-09 00:00:00,Buy,3260.38
3851,1292,2024-01-20 00:00:00,Buy,13476.09
3852,279,2026-04-17 00:00:00,Sell,12128.56
3853,1219,2023-04-18 00:00:00,Buy,7786.55
3854,534,2021-03-15 00:00:00,Sell,23198.76
3855,626,2022-07-15 00:00:00,Contribution,16677.32
3856,1190,2025-09-13 00:00:00,Buy,11527.21
3857,712,2020-03-17 00:00:00,Sell,9885.35
3858,1274,2020-11-28 00:00:00,Buy,3099.24
3859,1148,2020-12-09 00:00:00,Buy,2227.41
3860,756,2021-06-01 00:00:00,Buy,2990.34
3861,1351,2023-04-13 00:00:00,Sell,17196.27
3862,792,2021-10-04 00:00:00,Contribution,15788.41
3863,233,2021-03-02 00:00:00,Sell,12519.68
3864,988,2022-04-05 00:00:00,Rebalance,1868.95
3865,999,2020-07-05 00:00:00,Sell,2397.66
3866,1026,2021-12-26 00:00:00,Dividend,18390.38
3867,520,2025-05-16 00:00:00,Sell,16006.05
3868,972,2025-02-01 00:00:00,Dividend,4437.36
3869,1410,2025-12-22 00:00:00,Contribution,2795.54
3870,564,2025-04-06 00:00:00,Contribution,4127.5
3871,158,2022-07-18 00:00:00,Buy,2469.92
3872,978,2020-01-05 00:00:00,Sell,1289.58
3873,107,2023-04-08 00:00:00,Withdrawal,2087.52
3874,602,2024-09-27 00:00:00,Rebalance,1589.33
3875,414,2022-03-19 00:00:00,Sell,853.65
3876,454,2021-11-16 00:00:00,Rebalance,16332.36
3877,1180,2024-09-03 00:00:00,Buy,35057.97
3878,755,2021-12-07 00:00:00,Buy,7755.4
3879,1325,2021-03-09 00:00:00,Dividend,7602.35
3880,1169,2024-08-27 00:00:00,Sell,19519.99
3881,378,2022-01-16 00:00:00,Buy,2553.91
3882,1373,2024-10-22 00:00:00,Sell,3388.16
3883,669,2022-01-28 00:00:00,Rebalance,2335.7
3884,78,2026-03-02 00:00:00,Buy,19811.96
3885,884,2020-04-06 00:00:00,Rebalance,3144.48
3886,1386,2023-05-04 00:00:00,Buy,2514.56
3887,6,2025-08-30 00:00:00,Dividend,10387.69
3888,1060,2021-08-01 00:00:00,Contribution,3809.64
3889,1078,2021-12-13 00:00:00,Sell,6098.58
3890,1280,2023-01-24 00:00:00,Sell,1777.29
3891,943,2026-04-09 00:00:00,Buy,8621.45
3892,18,2023-01-12 00:00:00,Sell,10248.69
3893,1399,2022-12-20 00:00:00,Contribution,5801.77
3894,680,2024-08-08 00:00:00,Dividend,29305.33
3895,204,2025-11-11 00:00:00,Withdrawal,19821.53
3896,75,2023-04-16 00:00:00,Buy,5879.41
3897,460,2023-11-09 00:00:00,Sell,907.35
3898,439,2025-10-30 00:00:00,Buy,2565.08
3899,575,2023-08-29 00:00:00,Sell,1752.39
3900,294,2023-01-01 00:00:00,Buy,10617.6
3901,1119,2025-10-09 00:00:00,Buy,361.23
3902,1431,2023-07-09 00:00:00,Sell,8976.74
3903,905,2025-07-14 00:00:00,Sell,25798.12
3904,872,2026-02-07 00:00:00,Rebalance,3893.45
3905,870,2020-07-28 00:00:00,Sell,2040.51
3906,1468,2024-12-19 00:00:00,Buy,18735.08
3907,1095,2023-12-19 00:00:00,Contribution,26226.17
3908,738,2021-10-11 00:00:00,Contribution,18039.49
3909,400,2021-09-02 00:00:00,Buy,1228.52
3910,830,2022-10-01 00:00:00,Withdrawal,1121.19
3911,646,2024-10-03 00:00:00,Withdrawal,751.62
3912,1333,2024-08-01 00:00:00,Buy,4094.85
3913,776,2021-06-06 00:00:00,Contribution,10918.81
3914,933,2022-12-17 00:00:00,Dividend,6479.73
3915,1418,2023-11-09 00:00:00,Buy,2255.02
3916,1229,2020-10-20 00:00:00,Contribution,12848.76
3917,700,2025-04-24 00:00:00,Buy,8487.29
3918,1201,2024-09-24 00:00:00,Buy,58429.86
3919,134,2022-05-11 00:00:00,Withdrawal,4951.84
3920,849,2021-10-30 00:00:00,Sell,11546.26
3921,523,2024-03-16 00:00:00,Buy,1406.93
3922,1477,2025-09-29 00:00:00,Dividend,7932.77
3923,956,2022-11-25 00:00:00,Rebalance,4518.38
3924,677,2020-10-14 00:00:00,Sell,21729.46
3925,1269,2024-11-08 00:00:00,Sell,1520.15
3926,15,2024-03-18 00:00:00,Rebalance,1003.84
3927,408,2021-10-09 00:00:00,Withdrawal,6160.39
3928,880,2020-11-15 00:00:00,Dividend,3917.42
3929,292,2024-05-13 00:00:00,Contribution,2861.84
3930,1494,2025-12-14 00:00:00,Buy,3312.87
3931,816,2025-12-18 00:00:00,Buy,1705.38
3932,1122,2022-09-24 00:00:00,Buy,665.7
3933,1090,2021-07-20 00:00:00,Contribution,8124.18
3934,952,2023-12-05 00:00:00,Buy,718.23
3935,1362,2023-05-17 00:00:00,Buy,1835.1
3936,69,2022-06-25 00:00:00,Dividend,6439.64
3937,186,2022-09-06 00:00:00,Sell,21705.91
3938,103,2020-12-22 00:00:00,Withdrawal,28834.95
3939,718,2024-07-05 00:00:00,Sell,11179.55
3940,943,2024-01-09 00:00:00,Contribution,8045.54
3941,707,2025-04-12 00:00:00,Sell,3633.93
3942,638,2021-12-25 00:00:00,Sell,9600.27
3943,469,2023-03-09 00:00:00,Sell,7444.01
3944,1062,2024-01-06 00:00:00,Rebalance,16086.38
3945,884,2022-05-22 00:00:00,Contribution,3244.19
3946,165,2021-06-04 00:00:00,Buy,4241.93
3947,419,2021-10-21 00:00:00,Buy,2057.78
3948,68,2024-04-22 00:00:00,Sell,2056.98
3949,1176,2021-02-02 00:00:00,Sell,4748.9
3950,498,2024-04-06 00:00:00,Contribution,6151.65
3951,1387,2021-01-22 00:00:00,Sell,9879.41
3952,179,2022-07-09 00:00:00,Dividend,2285.26
3953,215,2022-03-06 00:00:00,Sell,18053.71
3954,1500,2022-05-21 00:00:00,Dividend,42833.46
3955,119,2024-05-19 00:00:00,Sell,26272.8
3956,23,2021-06-25 00:00:00,Buy,4463.75
3957,861,2021-08-30 00:00:00,Sell,12990.16
3958,631,2024-09-06 00:00:00,Contribution,1745.05
3959,443,2023-06-19 00:00:00,Sell,15961.82
3960,413,2020-03-26 00:00:00,Sell,17405.82
3961,415,2020-03-27 00:00:00,Sell,28338.6
3962,606,2021-01-29 00:00:00,Rebalance,7074.19
3963,1083,2022-11-07 00:00:00,Withdrawal,43843.35
3964,204,2022-06-20 00:00:00,Sell,3106.75
3965,399,2023-05-24 00:00:00,Withdrawal,2132.49
3966,1026,2023-11-05 00:00:00,Sell,6331.46
3967,906,2023-04-19 00:00:00,Withdrawal,5609.84
3968,1344,2021-03-26 00:00:00,Buy,1980.15
3969,1321,2020-05-01 00:00:00,Contribution,7833.94
3970,793,2024-10-18 00:00:00,Buy,6527.27
3971,928,2022-12-08 00:00:00,Sell,20332.17
3972,83,2023-06-12 00:00:00,Sell,5362.75
3973,1484,2025-03-19 00:00:00,Contribution,494.93
3974,557,2020-11-23 00:00:00,Sell,3776.84
3975,1300,2025-08-19 00:00:00,Buy,18653.57
3976,379,2020-12-04 00:00:00,Rebalance,5804.44
3977,951,2020-06-08 00:00:00,Contribution,23335.83
3978,621,2026-03-03 00:00:00,Sell,7624.54
3979,508,2022-06-23 00:00:00,Buy,752.23
3980,648,2025-10-01 00:00:00,Dividend,19192.38
3981,463,2023-07-02 00:00:00,Sell,1478.15
3982,649,2025-06-27 00:00:00,Buy,3817.46
3983,190,2022-12-13 00:00:00,Sell,3110.42
3984,710,2023-04-16 00:00:00,Rebalance,3432.51
3985,1052,2023-08-08 00:00:00,Sell,1793.76
3986,1127,2024-08-08 00:00:00,Contribution,6676.62
3987,758,2020-09-23 00:00:00,Buy,15352.79
3988,415,2025-03-17 00:00:00,Withdrawal,8198.27
3989,856,2021-11-24 00:00:00,Buy,69435.9
3990,858,2021-06-24 00:00:00,Rebalance,64120.67
3991,1200,2020-07-22 00:00:00,Buy,1257.47
3992,546,2020-04-22 00:00:00,Buy,713.81
3993,279,2024-02-15 00:00:00,Buy,3773.04
3994,415,2025-09-01 00:00:00,Rebalance,1199.68
3995,1026,2023-09-21 00:00:00,Withdrawal,11336.73
