risk_profile_id,customer_id,risk_tolerance,investment_horizon_years,last_review_date
575,575,Moderate,7,2024-07-26 00:00:00
576,576,Conservative,19,2023-01-29 00:00:00
577,577,Conservative,19,2024-09-20 00:00:00
578,578,Conservative,21,2023-06-08 00:00:00
579,579,Conservative,4,2025-05-06 00:00:00
580,580,Aggressive,10,2025-08-31 00:00:00
581,581,Conservative,10,2023-04-07 00:00:00
582,582,Aggressive,3,2025-04-14 00:00:00
583,583,Moderate,1,2023-12-25 00:00:00
584,584,Aggressive,11,2025-03-07 00:00:00
585,585,Conservative,5,2026-05-17 00:00:00
586,586,Aggressive,12,2023-08-09 00:00:00
587,587,Aggressive,20,2024-01-11 00:00:00
588,588,Conservative,3,2025-03-27 00:00:00
589,589,Moderate,24,2024-02-08 00:00:00
590,590,Conservative,24,2024-12-30 00:00:00
591,591,Conservative,16,2024-01-19 00:00:00
592,592,Moderate,13,2026-02-11 00:00:00
593,593,Conservative,20,2024-04-14 00:00:00
594,594,Aggressive,9,2024-08-20 00:00:00
595,595,Conservative,20,2025-04-07 00:00:00
596,596,Moderate,2,2026-05-16 00:00:00
597,597,Conservative,2,2023-04-01 00:00:00
598,598,Moderate,21,2024-02-15 00:00:00
599,599,Moderate,13,2025-11-06 00:00:00
600,600,Conservative,20,2023-06-30 00:00:00
601,601,Aggressive,7,2025-08-02 00:00:00
602,602,Aggressive,16,2024-10-13 00:00:00
603,603,Moderate,21,2023-10-23 00:00:00
604,604,Aggressive,4,2023-05-17 00:00:00
605,605,Conservative,15,2024-02-03 00:00:00
606,606,Moderate,9,2024-05-20 00:00:00
607,607,Conservative,11,2024-02-24 00:00:00
608,608,Moderate,14,2026-02-22 00:00:00
609,609,Moderate,2,2023-05-06 00:00:00
610,610,Conservative,25,2024-09-04 00:00:00
611,611,Moderate,7,2025-07-28 00:00:00
612,612,Moderate,1,2023-10-24 00:00:00
613,613,Conservative,14,2025-01-10 00:00:00
614,614,Aggressive,18,2023-02-13 00:00:00
615,615,Moderate,5,2025-03-13 00:00:00
616,616,Moderate,22,2024-11-01 00:00:00
617,617,Conservative,19,2025-04-27 00:00:00
618,618,Moderate,16,2025-06-10 00:00:00
619,619,Aggressive,12,2023-05-30 00:00:00
620,620,Conservative,23,2023-11-23 00:00:00
621,621,Conservative,23,2026-03-17 00:00:00
622,622,Conservative,15,2025-06-11 00:00:00
623,623,Moderate,14,2025-08-28 00:00:00
624,624,Moderate,21,2023-09-04 00:00:00
625,625,Conservative,12,2024-07-11 00:00:00
626,626,Aggressive,6,2025-11-18 00:00:00
627,627,Moderate,5,2024-10-09 00:00:00
628,628,Conservative,4,2023-08-22 00:00:00
629,629,Conservative,11,2025-07-20 00:00:00
630,630,Aggressive,7,2025-09-27 00:00:00
631,631,Moderate,2,2026-03-18 00:00:00
632,632,Conservative,15,2025-09-30 00:00:00
633,633,Moderate,14,2025-11-24 00:00:00
634,634,Conservative,9,2025-10-19 00:00:00
635,635,Moderate,24,2024-10-15 00:00:00
636,636,Aggressive,3,2025-05-17 00:00:00
637,637,Moderate,18,2024-01-19 00:00:00
638,638,Aggressive,11,2025-11-08 00:00:00
639,639,Moderate,17,2026-04-15 00:00:00
640,640,Conservative,17,2024-07-20 00:00:00
641,641,Aggressive,20,2026-04-29 00:00:00
642,642,Conservative,7,2025-01-14 00:00:00
643,643,Conservative,2,2024-03-18 00:00:00
644,644,Moderate,16,2023-09-24 00:00:00
645,645,Moderate,21,2025-02-17 00:00:00
646,646,Aggressive,14,2025-06-02 00:00:00
647,647,Aggressive,15,2023-09-03 00:00:00
648,648,Conservative,23,2025-03-11 00:00:00
649,649,Moderate,22,2026-05-19 00:00:00
650,650,Conservative,20,2024-03-01 00:00:00
651,651,Moderate,14,2026-01-09 00:00:00
652,652,Moderate,12,2024-10-21 00:00:00
653,653,Conservative,3,2025-07-20 00:00:00
654,654,Aggressive,15,2025-09-10 00:00:00
655,655,Moderate,10,2023-05-24 00:00:00
656,656,Moderate,3,2025-10-01 00:00:00
657,657,Aggressive,13,2023-05-23 00:00:00
658,658,Moderate,21,2024-02-29 00:00:00
659,659,Moderate,8,2024-01-17 00:00:00
660,660,Aggressive,5,2023-02-22 00:00:00
661,661,Moderate,16,2024-09-30 00:00:00
662,662,Conservative,8,2025-07-27 00:00:00
663,663,Aggressive,22,2023-11-22 00:00:00
664,664,Moderate,16,2025-04-11 00:00:00
665,665,Aggressive,2,2026-04-21 00:00:00
666,666,Moderate,5,2024-01-30 00:00:00
667,667,Moderate,25,2026-05-12 00:00:00
668,668,Conservative,13,2026-05-21 00:00:00
669,669,Conservative,10,2024-02-09 00:00:00
670,670,Moderate,16,2024-01-09 00:00:00
671,671,Conservative,23,2023-09-25 00:00:00
672,672,Aggressive,10,2023-10-11 00:00:00
673,673,Moderate,6,2026-02-26 00:00:00
674,674,Aggressive,19,2023-05-24 00:00:00
675,675,Conservative,4,2025-01-30 00:00:00
676,676,Aggressive,19,2023-12-25 00:00:00
677,677,Conservative,11,2026-02-24 00:00:00
678,678,Moderate,3,2025-07-11 00:00:00
679,679,Moderate,19,2025-10-18 00:00:00
680,680,Aggressive,13,2023-10-19 00:00:00
681,681,Aggressive,2,2023-08-19 00:00:00
682,682,Conservative,3,2025-01-01 00:00:00
683,683,Moderate,7,2024-04-09 00:00:00
684,684,Conservative,23,2026-02-09 00:00:00
685,685,Moderate,10,2023-07-11 00:00:00
686,686,Conservative,10,2024-12-10 00:00:00
687,687,Moderate,15,2026-05-30 00:00:00
688,688,Aggressive,20,2023-08-14 00:00:00
689,689,Conservative,24,2026-05-15 00:00:00
690,690,Aggressive,6,2025-02-09 00:00:00
691,691,Conservative,13,2023-05-08 00:00:00
692,692,Moderate,15,2025-02-21 00:00:00
693,693,Aggressive,21,2025-12-28 00:00:00
694,694,Moderate,13,2026-01-13 00:00:00
695,695,Conservative,7,2025-05-07 00:00:00
696,696,Moderate,3,2024-11-10 00:00:00
697,697,Conservative,24,2023-06-13 00:00:00
698,698,Aggressive,19,2023-02-03 00:00:00
699,699,Conservative,7,2025-08-27 00:00:00
700,700,Conservative,1,2025-01-27 00:00:00
701,701,Conservative,25,2025-09-26 00:00:00
702,702,Aggressive,11,2025-09-06 00:00:00
703,703,Aggressive,20,2025-06-11 00:00:00
704,704,Aggressive,8,2023-07-27 00:00:00
705,705,Conservative,11,2023-01-22 00:00:00
706,706,Conservative,2,2023-11-17 00:00:00
707,707,Aggressive,14,2024-07-08 00:00:00
708,708,Moderate,4,2023-02-06 00:00:00
709,709,Aggressive,1,2023-01-15 00:00:00
710,710,Aggressive,2,2024-12-02 00:00:00
711,711,Aggressive,25,2024-04-01 00:00:00
712,712,Aggressive,6,2025-10-05 00:00:00
713,713,Moderate,22,2025-11-04 00:00:00
714,714,Aggressive,21,2026-02-01 00:00:00
715,715,Conservative,12,2026-04-20 00:00:00
716,716,Conservative,7,2025-03-24 00:00:00
717,717,Aggressive,16,2025-09-27 00:00:00
718,718,Moderate,10,2023-01-31 00:00:00
719,719,Moderate,16,2024-06-26 00:00:00
720,720,Conservative,14,2023-04-02 00:00:00
721,721,Moderate,17,2024-09-12 00:00:00
722,722,Aggressive,7,2025-03-03 00:00:00
723,723,Aggressive,7,2024-09-15 00:00:00
724,724,Moderate,25,2025-11-07 00:00:00
725,725,Moderate,12,2023-08-14 00:00:00
726,726,Conservative,11,2023-03-25 00:00:00
727,727,Moderate,3,2026-04-24 00:00:00
728,728,Aggressive,17,2026-04-18 00:00:00
729,729,Moderate,18,2025-11-09 00:00:00
730,730,Aggressive,7,2025-03-26 00:00:00
731,731,Moderate,4,2024-08-30 00:00:00
732,732,Conservative,17,2024-09-12 00:00:00
733,733,Aggressive,7,2025-08-31 00:00:00
734,734,Moderate,25,2025-01-07 00:00:00
735,735,Moderate,8,2025-09-13 00:00:00
736,736,Moderate,14,2024-09-26 00:00:00
737,737,Conservative,23,2025-06-09 00:00:00
738,738,Moderate,13,2023-04-26 00:00:00
739,739,Aggressive,2,2025-11-03 00:00:00
740,740,Aggressive,23,2025-10-16 00:00:00
741,741,Conservative,22,2025-09-02 00:00:00
742,742,Conservative,25,2024-05-28 00:00:00
743,743,Moderate,11,2026-03-15 00:00:00
744,744,Aggressive,24,2025-01-18 00:00:00
745,745,Moderate,9,2023-08-03 00:00:00
746,746,Conservative,14,2024-09-18 00:00:00
747,747,Conservative,16,2025-11-05 00:00:00
748,748,Aggressive,22,2023-06-11 00:00:00
749,749,Moderate,11,2025-09-29 00:00:00
750,750,Moderate,18,2025-12-20 00:00:00
751,751,Moderate,17,2023-03-03 00:00:00
752,752,Moderate,12,2024-03-22 00:00:00
753,753,Moderate,4,2024-04-30 00:00:00
754,754,Aggressive,11,2024-02-23 00:00:00
755,755,Moderate,12,2024-08-11 00:00:00
756,756,Conservative,8,2023-12-08 00:00:00
757,757,Moderate,18,2024-05-06 00:00:00
758,758,Aggressive,13,2023-03-27 00:00:00
759,759,Moderate,10,2025-01-26 00:00:00
760,760,Conservative,3,2025-07-16 00:00:00
761,761,Aggressive,14,2025-05-06 00:00:00
762,762,Moderate,6,2024-07-29 00:00:00
763,763,Moderate,18,2025-11-15 00:00:00
764,764,Conservative,2,2025-11-22 00:00:00
765,765,Aggressive,25,2024-09-11 00:00:00
766,766,Conservative,15,2023-05-24 00:00:00
767,767,Aggressive,8,2025-09-17 00:00:00
768,768,Conservative,5,2023-09-28 00:00:00
769,769,Moderate,5,2024-01-08 00:00:00
770,770,Aggressive,1,2025-11-20 00:00:00
771,771,Aggressive,2,2023-04-03 00:00:00
772,772,Moderate,17,2024-04-15 00:00:00
773,773,Aggressive,13,2024-12-20 00:00:00
774,774,Moderate,17,2024-11-23 00:00:00
775,775,Moderate,21,2025-11-15 00:00:00
776,776,Conservative,20,2023-03-15 00:00:00
777,777,Conservative,1,2025-12-09 00:00:00
778,778,Conservative,16,2025-11-19 00:00:00
779,779,Moderate,25,2026-03-07 00:00:00
780,780,Aggressive,12,2023-08-12 00:00:00
781,781,Moderate,17,2023-02-12 00:00:00
782,782,Conservative,7,2026-05-04 00:00:00
783,783,Aggressive,9,2025-11-09 00:00:00
784,784,Moderate,21,2024-08-25 00:00:00
785,785,Aggressive,13,2023-07-22 00:00:00
786,786,Conservative,21,2023-04-17 00:00:00
787,787,Aggressive,1,2023-03-04 00:00:00
788,788,Moderate,24,2025-12-02 00:00:00
789,789,Moderate,2,2024-02-15 00:00:00
790,790,Aggressive,19,2023-09-05 00:00:00
791,791,Moderate,21,2024-12-05 00:00:00
792,792,Aggressive,11,2024-07-10 00:00:00
793,793,Aggressive,15,2024-03-27 00:00:00
794,794,Conservative,16,2023-05-12 00:00:00
795,795,Conservative,5,2024-07-14 00:00:00
796,796,Aggressive,3,2024-10-03 00:00:00
797,797,Moderate,22,2023-03-18 00:00:00
798,798,Aggressive,19,2025-01-09 00:00:00
799,799,Moderate,25,2024-09-10 00:00:00
800,800,Aggressive,16,2023-12-23 00:00:00
801,801,Moderate,19,2023-09-23 00:00:00
802,802,Moderate,21,2023-11-07 00:00:00
803,803,Conservative,14,2025-03-10 00:00:00
804,804,Moderate,3,2023-12-27 00:00:00
805,805,Moderate,9,2025-01-08 00:00:00
806,806,Aggressive,3,2023-03-13 00:00:00
807,807,Conservative,14,2025-12-04 00:00:00
808,808,Aggressive,7,2023-03-22 00:00:00
809,809,Moderate,21,2023-01-02 00:00:00
810,810,Moderate,6,2026-03-19 00:00:00
811,811,Moderate,19,2025-06-06 00:00:00
812,812,Moderate,11,2023-08-24 00:00:00
813,813,Aggressive,20,2025-04-11 00:00:00
814,814,Conservative,11,2025-01-03 00:00:00
815,815,Conservative,11,2023-04-11 00:00:00
816,816,Moderate,17,2024-12-09 00:00:00
817,817,Aggressive,23,2025-10-01 00:00:00
818,818,Aggressive,11,2023-10-06 00:00:00
819,819,Moderate,11,2023-01-11 00:00:00
820,820,Moderate,22,2024-08-05 00:00:00
821,821,Conservative,4,2023-05-07 00:00:00
822,822,Moderate,1,2026-01-14 00:00:00
823,823,Aggressive,13,2025-04-29 00:00:00
824,824,Conservative,25,2025-03-22 00:00:00
825,825,Aggressive,5,2025-09-13 00:00:00
826,826,Conservative,15,2024-02-28 00:00:00
827,827,Conservative,17,2024-12-04 00:00:00
828,828,Conservative,9,2025-10-01 00:00:00
829,829,Aggressive,21,2024-02-06 00:00:00
830,830,Moderate,15,2026-04-25 00:00:00
831,831,Moderate,15,2025-01-28 00:00:00
832,832,Aggressive,21,2023-01-10 00:00:00
833,833,Moderate,21,2023-07-29 00:00:00
834,834,Moderate,3,2024-01-05 00:00:00
835,835,Moderate,20,2025-03-14 00:00:00
836,836,Aggressive,3,2026-03-01 00:00:00
837,837,Conservative,18,2023-07-11 00:00:00
838,838,Moderate,21,2023-09-20 00:00:00
839,839,Moderate,20,2023-01-18 00:00:00
840,840,Conservative,10,2023-04-12 00:00:00
841,841,Conservative,1,2024-03-31 00:00:00
842,842,Moderate,4,2024-05-14 00:00:00
843,843,Aggressive,19,2023-11-19 00:00:00
844,844,Aggressive,12,2025-03-16 00:00:00
845,845,Moderate,19,2024-01-11 00:00:00
846,846,Conservative,1,2024-06-13 00:00:00
847,847,Aggressive,11,2023-04-18 00:00:00
848,848,Moderate,24,2023-08-26 00:00:00
849,849,Moderate,23,2023-04-14 00:00:00
850,850,Conservative,9,2024-07-04 00:00:00
851,851,Moderate,6,2026-02-18 00:00:00
852,852,Conservative,15,2024-07-21 00:00:00
853,853,Aggressive,24,2023-06-14 00:00:00
854,854,Conservative,13,2023-10-01 00:00:00
855,855,Aggressive,20,2024-05-22 00:00:00
856,856,Moderate,12,2023-02-22 00:00:00
857,857,Moderate,4,2023-03-13 00:00:00
858,858,Aggressive,14,2023-04-06 00:00:00
859,859,Conservative,17,2025-12-31 00:00:00
860,860,Aggressive,6,2026-02-14 00:00:00
861,861,Conservative,15,2023-09-03 00:00:00
862,862,Conservative,5,2025-10-03 00:00:00
863,863,Conservative,1,2024-12-04 00:00:00
864,864,Moderate,7,2026-02-16 00:00:00
865,865,Conservative,20,2025-12-10 00:00:00
866,866,Conservative,17,2024-09-10 00:00:00
867,867,Moderate,20,2023-02-28 00:00:00
868,868,Conservative,8,2023-02-08 00:00:00
869,869,Moderate,1,2023-10-07 00:00:00
870,870,Conservative,10,2023-06-27 00:00:00
871,871,Moderate,8,2025-08-19 00:00:00
872,872,Moderate,3,2026-03-09 00:00:00
873,873,Moderate,11,2025-12-20 00:00:00
874,874,Conservative,21,2026-05-15 00:00:00
875,875,Moderate,13,2024-05-31 00:00:00
876,876,Aggressive,3,2023-03-08 00:00:00
877,877,Moderate,11,2025-12-21 00:00:00
878,878,Conservative,12,2025-08-06 00:00:00
879,879,Moderate,17,2025-11-10 00:00:00
880,880,Conservative,8,2024-03-12 00:00:00
881,881,Conservative,12,2023-10-08 00:00:00
882,882,Conservative,3,2025-02-15 00:00:00
883,883,Conservative,5,2024-12-25 00:00:00
884,884,Aggressive,22,2025-12-04 00:00:00
885,885,Conservative,22,2024-05-28 00:00:00
886,886,Conservative,20,2024-08-25 00:00:00
887,887,Aggressive,13,2026-03-25 00:00:00
888,888,Moderate,23,2023-10-14 00:00:00
889,889,Moderate,11,2025-11-26 00:00:00
890,890,Moderate,21,2024-12-29 00:00:00
891,891,Aggressive,4,2026-04-10 00:00:00
892,892,Conservative,25,2023-09-25 00:00:00
893,893,Moderate,25,2024-05-13 00:00:00
894,894,Moderate,13,2024-07-11 00:00:00
895,895,Conservative,3,2025-02-11 00:00:00
896,896,Moderate,5,2024-09-01 00:00:00
897,897,Moderate,6,2024-06-20 00:00:00
898,898,Aggressive,9,2025-06-29 00:00:00
899,899,Conservative,7,2023-08-30 00:00:00
900,900,Aggressive,18,2025-10-31 00:00:00
901,901,Conservative,6,2026-02-18 00:00:00
902,902,Moderate,10,2026-02-25 00:00:00
903,903,Moderate,20,2025-11-02 00:00:00
904,904,Aggressive,4,2026-02-10 00:00:00
905,905,Conservative,3,2025-11-26 00:00:00
906,906,Conservative,1,2023-10-17 00:00:00
907,907,Moderate,22,2026-03-12 00:00:00
908,908,Moderate,21,2025-03-30 00:00:00
909,909,Moderate,14,2025-03-27 00:00:00
910,910,Conservative,16,2025-09-17 00:00:00
911,911,Aggressive,11,2025-10-21 00:00:00
912,912,Moderate,22,2024-02-28 00:00:00
913,913,Moderate,12,2026-04-16 00:00:00
914,914,Moderate,15,2023-12-07 00:00:00
915,915,Aggressive,9,2025-07-25 00:00:00
916,916,Moderate,9,2024-09-13 00:00:00
917,917,Conservative,10,2023-02-12 00:00:00
918,918,Aggressive,17,2025-08-30 00:00:00
919,919,Aggressive,24,2025-01-16 00:00:00
920,920,Conservative,6,2026-05-07 00:00:00
921,921,Conservative,14,2024-07-28 00:00:00
922,922,Moderate,5,2025-08-09 00:00:00
923,923,Moderate,16,2024-08-25 00:00:00
924,924,Moderate,12,2024-10-12 00:00:00
925,925,Moderate,6,2025-11-05 00:00:00
926,926,Moderate,18,2023-10-18 00:00:00
927,927,Conservative,2,2025-08-13 00:00:00
928,928,Conservative,3,2023-01-18 00:00:00
929,929,Moderate,22,2023-08-24 00:00:00
930,930,Moderate,25,2026-03-01 00:00:00
931,931,Aggressive,17,2023-08-25 00:00:00
932,932,Moderate,1,2026-05-14 00:00:00
933,933,Moderate,14,2024-02-18 00:00:00
934,934,Aggressive,15,2025-09-16 00:00:00
935,935,Conservative,1,2023-10-07 00:00:00
936,936,Conservative,15,2024-08-08 00:00:00
937,937,Moderate,24,2023-02-18 00:00:00
938,938,Conservative,21,2023-04-09 00:00:00
939,939,Aggressive,15,2025-02-04 00:00:00
940,940,Moderate,5,2023-07-27 00:00:00
941,941,Moderate,10,2023-11-12 00:00:00
942,942,Conservative,8,2025-12-11 00:00:00
943,943,Aggressive,25,2023-12-05 00:00:00
944,944,Moderate,13,2025-06-06 00:00:00
945,945,Conservative,7,2024-06-10 00:00:00
946,946,Conservative,13,2024-01-16 00:00:00
947,947,Aggressive,3,2024-10-17 00:00:00
948,948,Aggressive,4,2023-01-25 00:00:00
949,949,Moderate,24,2023-12-06 00:00:00
950,950,Moderate,3,2023-09-12 00:00:00
951,951,Aggressive,14,2024-01-11 00:00:00
952,952,Moderate,23,2025-01-30 00:00:00
953,953,Aggressive,6,2025-01-05 00:00:00
954,954,Conservative,3,2026-02-27 00:00:00
955,955,Moderate,21,2023-09-01 00:00:00
956,956,Moderate,11,2025-09-23 00:00:00
957,957,Moderate,15,2024-05-16 00:00:00
958,958,Moderate,8,2025-10-15 00:00:00
959,959,Aggressive,18,2025-09-27 00:00:00
960,960,Aggressive,22,2023-07-01 00:00:00
961,961,Moderate,24,2024-06-20 00:00:00
962,962,Conservative,8,2023-11-18 00:00:00
963,963,Conservative,8,2024-12-07 00:00:00
964,964,Moderate,20,2023-02-21 00:00:00
965,965,Aggressive,7,2025-08-26 00:00:00
966,966,Moderate,9,2023-07-20 00:00:00
967,967,Moderate,6,2024-12-03 00:00:00
968,968,Moderate,15,2023-10-29 00:00:00
969,969,Aggressive,5,2023-01-06 00:00:00
970,970,Moderate,16,2024-06-05 00:00:00
971,971,Aggressive,25,2025-01-09 00:00:00
972,972,Aggressive,18,2025-10-14 00:00:00
973,973,Conservative,14,2023-11-17 00:00:00
974,974,Conservative,22,2026-01-18 00:00:00
975,975,Conservative,7,2024-10-26 00:00:00
976,976,Conservative,1,2025-11-14 00:00:00
977,977,Conservative,4,2025-08-29 00:00:00
978,978,Aggressive,6,2026-02-26 00:00:00
979,979,Moderate,15,2023-12-28 00:00:00
980,980,Aggressive,21,2024-04-23 00:00:00
981,981,Aggressive,6,2024-09-22 00:00:00
982,982,Conservative,2,2024-02-26 00:00:00
983,983,Aggressive,23,2024-07-20 00:00:00
984,984,Aggressive,23,2024-04-30 00:00:00
985,985,Conservative,8,2023-07-17 00:00:00
986,986,Moderate,13,2023-08-11 00:00:00
987,987,Aggressive,18,2023-10-11 00:00:00
988,988,Moderate,11,2025-11-20 00:00:00
989,989,Moderate,24,2024-06-25 00:00:00
990,990,Conservative,5,2025-10-08 00:00:00
991,991,Moderate,24,2023-07-16 00:00:00
992,992,Aggressive,19,2026-03-01 00:00:00
993,993,Moderate,1,2024-08-12 00:00:00
994,994,Aggressive,5,2023-06-03 00:00:00
995,995,Moderate,21,2024-09-11 00:00:00
996,996,Aggressive,13,2023-06-17 00:00:00
997,997,Moderate,25,2025-06-16 00:00:00
998,998,Aggressive,7,2025-09-30 00:00:00
999,999,Conservative,20,2024-11-25 00:00:00
1000,1000,Moderate,9,2024-06-06 00:00:00
