portfolio_id,account_id,portfolio_type,current_value,inception_date
498,975,Hybrid,159740.96,2024-04-02 00:00:00
499,507,Hybrid,133787.46,2024-02-03 00:00:00
500,188,Hybrid,58900.87,2024-02-06 00:00:00
501,114,Hybrid,194594.94,2024-12-14 00:00:00
502,534,Goal-Based,208978.35,2018-07-07 00:00:00
503,1457,Equity,147038.73,2024-09-04 00:00:00
504,211,Equity,107957.6,2022-02-11 00:00:00
505,1030,Hybrid,343610.57,2017-07-31 00:00:00
506,1461,Equity,63003.43,2025-04-27 00:00:00
507,610,Hybrid,204239.37,2025-10-07 00:00:00
508,1300,Fixed Income,584946.08,2023-08-03 00:00:00
509,417,Hybrid,120323.65,2020-01-09 00:00:00
510,526,Goal-Based,284223.95,2025-06-27 00:00:00
511,777,Equity,40497.96,2022-12-15 00:00:00
512,1445,Fixed Income,194168.69,2023-01-22 00:00:00
513,835,Goal-Based,40306.77,2018-10-01 00:00:00
514,1433,Goal-Based,912086.04,2019-09-07 00:00:00
515,546,Equity,477431.59,2019-05-03 00:00:00
516,147,Goal-Based,203645.11,2026-01-30 00:00:00
517,459,Hybrid,375962.34,2020-10-03 00:00:00
518,141,Equity,70807.48,2020-11-22 00:00:00
519,435,Hybrid,234468.23,2020-10-04 00:00:00
520,995,Hybrid,663525.27,2017-09-08 00:00:00
521,250,Hybrid,1373422.41,2023-04-20 00:00:00
522,348,Hybrid,79354.87,2023-12-02 00:00:00
523,57,Equity,132358.85,2020-08-29 00:00:00
524,1480,Hybrid,38970.4,2025-10-10 00:00:00
525,1364,Fixed Income,71802.85,2021-09-08 00:00:00
526,191,Fixed Income,468148.68,2017-09-28 00:00:00
527,370,Fixed Income,144151.02,2017-07-01 00:00:00
528,949,Equity,411118.14,2020-05-08 00:00:00
529,1393,Hybrid,71114.05,2024-07-04 00:00:00
530,62,Fixed Income,154559.69,2019-10-15 00:00:00
531,211,Goal-Based,323258.99,2022-09-18 00:00:00
532,1140,Goal-Based,101527.36,2024-07-28 00:00:00
533,882,Hybrid,133598.16,2025-01-27 00:00:00
534,1103,Hybrid,454940.87,2019-06-23 00:00:00
535,654,Equity,191325.17,2017-08-30 00:00:00
536,431,Hybrid,689295.57,2019-11-01 00:00:00
537,1377,Fixed Income,120100.29,2023-04-17 00:00:00
538,247,Equity,52094.92,2022-03-04 00:00:00
539,539,Equity,420078.72,2024-07-04 00:00:00
540,1228,Fixed Income,79500.25,2017-10-25 00:00:00
541,188,Equity,130987.16,2018-05-16 00:00:00
542,786,Fixed Income,152145.62,2018-03-06 00:00:00
543,1372,Hybrid,350662.05,2020-03-18 00:00:00
544,805,Hybrid,279873.34,2022-03-15 00:00:00
545,834,Hybrid,646730.44,2025-02-25 00:00:00
546,142,Equity,1020484.34,2022-03-12 00:00:00
547,466,Hybrid,213497.44,2018-01-21 00:00:00
548,1193,Equity,220094.88,2024-05-17 00:00:00
549,1079,Fixed Income,123413,2017-08-11 00:00:00
550,1004,Equity,93506.98,2023-03-02 00:00:00
551,133,Fixed Income,299634.96,2024-09-21 00:00:00
552,1143,Hybrid,788140.17,2022-07-18 00:00:00
553,1445,Goal-Based,101863.1,2025-12-09 00:00:00
554,558,Fixed Income,121102.31,2025-05-21 00:00:00
555,520,Hybrid,41779.01,2017-11-10 00:00:00
556,505,Equity,142181.61,2024-02-16 00:00:00
557,696,Hybrid,43259.25,2020-09-17 00:00:00
558,1043,Hybrid,122878.14,2017-02-08 00:00:00
559,596,Hybrid,57486.94,2023-10-17 00:00:00
560,301,Fixed Income,314091.59,2019-10-25 00:00:00
561,1188,Hybrid,242502.35,2022-08-04 00:00:00
562,1121,Equity,222854.82,2019-03-31 00:00:00
563,1442,Equity,132996.61,2017-07-19 00:00:00
564,1499,Hybrid,169788.53,2025-08-17 00:00:00
565,664,Hybrid,54596.42,2023-05-08 00:00:00
566,570,Fixed Income,107374.9,2025-12-06 00:00:00
567,643,Fixed Income,232512.62,2018-02-26 00:00:00
568,1363,Hybrid,304748.79,2019-11-30 00:00:00
569,24,Hybrid,117567.8,2018-07-16 00:00:00
570,324,Equity,251277.53,2020-05-19 00:00:00
571,1229,Hybrid,448422.75,2020-05-08 00:00:00
572,1197,Equity,70615.6,2021-03-20 00:00:00
573,261,Equity,377988.33,2024-02-20 00:00:00
574,181,Equity,171902.75,2024-04-01 00:00:00
575,493,Fixed Income,163252.64,2022-12-31 00:00:00
576,1173,Hybrid,257823.02,2018-02-17 00:00:00
577,64,Fixed Income,37118.84,2017-01-09 00:00:00
578,1276,Fixed Income,100341.03,2024-04-17 00:00:00
579,1301,Equity,551946.64,2021-08-09 00:00:00
580,114,Fixed Income,56835.25,2018-02-11 00:00:00
581,721,Hybrid,63900.15,2026-01-09 00:00:00
582,42,Goal-Based,109154.86,2020-01-10 00:00:00
583,1262,Fixed Income,91954.94,2019-12-30 00:00:00
584,142,Equity,1098416.88,2018-05-30 00:00:00
585,985,Equity,180721.73,2023-10-17 00:00:00
586,812,Fixed Income,227531.77,2019-06-01 00:00:00
587,526,Hybrid,187187.65,2023-05-29 00:00:00
588,1124,Equity,596286.12,2021-11-02 00:00:00
589,451,Goal-Based,320374.03,2020-11-20 00:00:00
590,118,Equity,288902.32,2019-02-22 00:00:00
591,420,Equity,322252.39,2021-01-22 00:00:00
592,22,Equity,325446.35,2017-03-02 00:00:00
593,1183,Fixed Income,366275.86,2018-04-26 00:00:00
594,645,Equity,189712.84,2025-03-29 00:00:00
595,452,Goal-Based,197942.13,2022-04-28 00:00:00
596,798,Goal-Based,526691.46,2022-12-14 00:00:00
597,1478,Equity,529972.13,2020-02-27 00:00:00
598,118,Hybrid,439331.85,2017-05-04 00:00:00
599,17,Equity,116353.62,2023-03-14 00:00:00
600,547,Equity,503345.83,2018-06-11 00:00:00
601,593,Goal-Based,515713.58,2017-09-19 00:00:00
602,996,Equity,308969.37,2018-10-03 00:00:00
603,111,Hybrid,125964.55,2021-01-06 00:00:00
604,1065,Fixed Income,903351.67,2020-05-29 00:00:00
605,804,Fixed Income,229227.02,2024-05-24 00:00:00
606,874,Hybrid,346757.57,2019-12-03 00:00:00
607,336,Equity,451765.1,2025-07-06 00:00:00
608,9,Hybrid,496551.48,2021-08-09 00:00:00
609,1221,Equity,140619.66,2019-03-08 00:00:00
610,265,Equity,235393.4,2022-07-24 00:00:00
611,483,Goal-Based,130460.72,2020-07-29 00:00:00
612,523,Hybrid,176182.78,2018-04-19 00:00:00
613,1225,Goal-Based,109700.63,2023-09-24 00:00:00
614,1112,Equity,240817.08,2024-08-06 00:00:00
615,73,Equity,325597.15,2023-11-27 00:00:00
616,1391,Fixed Income,108858.35,2019-12-25 00:00:00
617,1293,Equity,265022.98,2025-02-19 00:00:00
618,1255,Equity,271562.99,2019-06-04 00:00:00
619,342,Goal-Based,153096.27,2023-06-19 00:00:00
620,343,Hybrid,34189.4,2017-12-18 00:00:00
621,1252,Fixed Income,97482.94,2017-12-29 00:00:00
622,41,Fixed Income,51687.41,2018-02-13 00:00:00
623,1343,Hybrid,98621.47,2021-01-18 00:00:00
624,1404,Equity,502741.26,2023-12-31 00:00:00
625,960,Fixed Income,37424.97,2022-06-05 00:00:00
626,1249,Equity,62214.1,2022-11-24 00:00:00
627,480,Hybrid,177140.72,2021-06-13 00:00:00
628,1057,Equity,93530.34,2025-07-30 00:00:00
629,907,Equity,354499.37,2025-12-01 00:00:00
630,570,Equity,39833.42,2024-05-17 00:00:00
631,612,Fixed Income,189602.34,2024-05-05 00:00:00
632,786,Hybrid,174293.13,2022-08-15 00:00:00
633,350,Hybrid,121155.13,2019-10-25 00:00:00
634,1322,Fixed Income,29847.92,2019-10-23 00:00:00
635,974,Equity,448714.64,2020-07-30 00:00:00
636,977,Hybrid,123084.88,2021-07-12 00:00:00
637,59,Hybrid,193450.47,2021-11-28 00:00:00
638,1442,Fixed Income,745280.49,2019-08-30 00:00:00
639,1108,Hybrid,788424.85,2019-11-07 00:00:00
640,1497,Fixed Income,71504.87,2017-01-18 00:00:00
641,196,Fixed Income,139346.16,2017-04-25 00:00:00
642,840,Goal-Based,72014.14,2019-08-21 00:00:00
643,1293,Fixed Income,231306.95,2023-03-22 00:00:00
644,622,Goal-Based,305047.47,2025-05-12 00:00:00
645,385,Hybrid,140326.43,2023-01-01 00:00:00
646,1136,Hybrid,79069.35,2022-06-06 00:00:00
647,629,Hybrid,173565.31,2024-04-30 00:00:00
648,1202,Hybrid,84527.31,2025-11-23 00:00:00
649,820,Equity,279124.67,2024-03-13 00:00:00
650,635,Equity,87106.09,2022-01-29 00:00:00
651,511,Fixed Income,243002.16,2020-08-15 00:00:00
652,780,Hybrid,106819.83,2024-10-16 00:00:00
653,171,Hybrid,83389.78,2025-03-26 00:00:00
654,1463,Fixed Income,102824.08,2026-02-09 00:00:00
655,1079,Equity,130120.52,2022-12-04 00:00:00
656,88,Equity,502563.03,2018-06-16 00:00:00
657,1220,Hybrid,263623.9,2024-01-07 00:00:00
658,303,Equity,347800.04,2017-02-08 00:00:00
659,215,Equity,174748.1,2018-05-04 00:00:00
660,475,Hybrid,503469.61,2024-06-06 00:00:00
661,1250,Fixed Income,104684.25,2026-01-28 00:00:00
662,1004,Fixed Income,165359.99,2020-06-10 00:00:00
663,578,Equity,369951.89,2025-10-03 00:00:00
664,1261,Hybrid,101752.01,2018-07-12 00:00:00
665,201,Equity,881229.48,2023-11-09 00:00:00
666,1413,Hybrid,219819.07,2023-04-13 00:00:00
667,779,Goal-Based,92324.59,2020-06-19 00:00:00
668,804,Fixed Income,416668.46,2023-11-24 00:00:00
669,1010,Fixed Income,637248.07,2023-05-18 00:00:00
670,62,Equity,229002.67,2021-08-15 00:00:00
671,212,Hybrid,515366.95,2018-03-01 00:00:00
672,487,Fixed Income,271158.26,2021-05-13 00:00:00
673,879,Fixed Income,79874.98,2022-05-29 00:00:00
674,831,Hybrid,123858.32,2021-07-13 00:00:00
675,1166,Hybrid,1475273.38,2022-11-29 00:00:00
676,939,Equity,149576.87,2022-05-31 00:00:00
677,1401,Equity,155209.29,2020-02-16 00:00:00
678,654,Goal-Based,344381.99,2024-11-08 00:00:00
679,204,Fixed Income,67423.63,2021-01-21 00:00:00
680,256,Hybrid,12968,2021-11-04 00:00:00
681,759,Equity,88254.89,2018-06-25 00:00:00
682,460,Fixed Income,108215.2,2024-08-25 00:00:00
683,777,Equity,394584.25,2022-07-24 00:00:00
684,1412,Equity,46565.14,2022-02-27 00:00:00
685,771,Fixed Income,1214146.51,2020-04-13 00:00:00
686,1254,Equity,134670.07,2024-09-20 00:00:00
687,373,Fixed Income,386571,2023-12-24 00:00:00
688,84,Equity,1252203.49,2020-05-07 00:00:00
689,270,Equity,405317.15,2025-04-01 00:00:00
690,39,Equity,94443.3,2023-06-02 00:00:00
691,635,Hybrid,520067.57,2018-11-05 00:00:00
692,429,Fixed Income,161877.96,2024-12-23 00:00:00
693,1357,Fixed Income,514347.9,2019-05-26 00:00:00
694,1304,Fixed Income,86812.69,2021-09-13 00:00:00
695,1355,Equity,151882.32,2022-08-19 00:00:00
696,608,Equity,254157.01,2022-08-13 00:00:00
697,301,Fixed Income,87902.64,2025-08-11 00:00:00
698,901,Hybrid,77981.26,2017-04-21 00:00:00
699,765,Goal-Based,61537.72,2017-01-23 00:00:00
700,1326,Equity,407665.33,2022-05-01 00:00:00
701,1427,Fixed Income,145945.4,2020-10-24 00:00:00
702,885,Hybrid,220197.53,2024-10-01 00:00:00
703,1005,Fixed Income,797287.24,2023-08-03 00:00:00
704,1336,Hybrid,681746.14,2023-07-30 00:00:00
705,439,Fixed Income,239871.62,2018-01-14 00:00:00
706,120,Fixed Income,119271.75,2026-02-09 00:00:00
707,883,Equity,70764.11,2021-02-22 00:00:00
708,927,Fixed Income,154768.6,2023-04-27 00:00:00
709,600,Fixed Income,157983.91,2018-04-20 00:00:00
710,524,Fixed Income,78353.52,2022-10-03 00:00:00
711,640,Fixed Income,102067.95,2024-06-24 00:00:00
712,441,Equity,89806.23,2020-07-17 00:00:00
713,106,Hybrid,18425.73,2024-07-14 00:00:00
714,1037,Hybrid,441041.21,2025-06-06 00:00:00
715,755,Hybrid,320591.65,2021-04-15 00:00:00
716,1416,Hybrid,12391.25,2024-04-03 00:00:00
717,811,Fixed Income,165090.54,2024-02-20 00:00:00
718,507,Fixed Income,1008019.73,2023-06-13 00:00:00
719,720,Fixed Income,1252312.05,2017-03-23 00:00:00
720,713,Hybrid,135324.7,2019-03-05 00:00:00
721,392,Equity,415487.12,2024-03-07 00:00:00
722,1375,Equity,153532.67,2024-09-06 00:00:00
723,764,Equity,79762.42,2017-08-05 00:00:00
724,1169,Equity,218711.45,2017-01-17 00:00:00
725,298,Equity,137703.83,2020-12-21 00:00:00
726,1025,Fixed Income,404654.77,2024-12-06 00:00:00
727,1345,Fixed Income,142030.47,2020-03-05 00:00:00
728,570,Fixed Income,319936.39,2019-11-01 00:00:00
729,74,Equity,73112.34,2022-03-31 00:00:00
730,1156,Fixed Income,58659.29,2018-10-25 00:00:00
731,1147,Equity,79810.24,2019-03-22 00:00:00
732,1323,Fixed Income,245838.4,2022-02-07 00:00:00
733,1402,Hybrid,145263.34,2018-12-18 00:00:00
734,643,Hybrid,85819.92,2024-02-11 00:00:00
735,494,Fixed Income,98309.66,2018-07-06 00:00:00
736,1077,Fixed Income,103548.01,2017-03-17 00:00:00
737,353,Equity,485360.36,2017-01-08 00:00:00
738,343,Fixed Income,82235.11,2019-09-28 00:00:00
739,1085,Goal-Based,205373.69,2017-10-05 00:00:00
740,657,Equity,135561.48,2019-05-17 00:00:00
741,1146,Fixed Income,174382.55,2019-01-19 00:00:00
742,1232,Hybrid,130845.4,2025-01-20 00:00:00
743,1165,Equity,173110.99,2023-10-26 00:00:00
744,1066,Hybrid,274726.5,2019-03-11 00:00:00
745,804,Equity,136452.59,2023-05-26 00:00:00
746,531,Hybrid,127320.34,2019-12-28 00:00:00
747,119,Equity,318692.25,2019-04-26 00:00:00
748,315,Equity,97985.15,2017-01-11 00:00:00
749,76,Equity,52627.34,2017-03-01 00:00:00
750,952,Equity,394545.54,2021-02-07 00:00:00
751,765,Hybrid,90694.13,2018-02-28 00:00:00
752,1340,Equity,97613.47,2022-05-12 00:00:00
753,424,Equity,145680.83,2023-12-23 00:00:00
754,548,Fixed Income,23807.87,2020-11-12 00:00:00
755,400,Hybrid,204859.06,2017-09-24 00:00:00
756,946,Fixed Income,235105.6,2019-09-18 00:00:00
757,99,Equity,142501.34,2024-10-28 00:00:00
758,1369,Equity,220360.47,2025-12-11 00:00:00
759,692,Fixed Income,42313.41,2023-01-30 00:00:00
760,1263,Fixed Income,61569.4,2024-01-28 00:00:00
761,42,Equity,31828.32,2023-04-07 00:00:00
762,1203,Hybrid,104648.01,2024-12-27 00:00:00
763,598,Hybrid,65823.68,2025-09-09 00:00:00
764,1427,Goal-Based,524243.51,2022-09-08 00:00:00
765,490,Hybrid,403173.97,2023-09-08 00:00:00
766,11,Fixed Income,169896.42,2020-03-25 00:00:00
767,340,Goal-Based,354852.76,2019-11-08 00:00:00
768,308,Hybrid,52810.58,2024-09-05 00:00:00
769,302,Equity,142779.31,2022-01-06 00:00:00
770,430,Equity,494038.61,2026-03-01 00:00:00
771,603,Equity,60245.09,2023-08-16 00:00:00
772,421,Hybrid,330868.87,2025-05-09 00:00:00
773,336,Hybrid,60795.9,2022-04-18 00:00:00
774,467,Hybrid,281518.86,2026-01-12 00:00:00
775,1092,Equity,254313.84,2024-02-27 00:00:00
776,867,Goal-Based,184018.43,2023-06-08 00:00:00
777,1418,Equity,104540.17,2025-07-04 00:00:00
778,1350,Fixed Income,50506.14,2017-10-01 00:00:00
779,668,Fixed Income,305352.58,2020-07-20 00:00:00
780,158,Fixed Income,150112.34,2021-09-08 00:00:00
781,722,Equity,568846.65,2025-05-31 00:00:00
782,1183,Fixed Income,114456.51,2025-05-23 00:00:00
783,533,Equity,82751.48,2023-06-21 00:00:00
784,413,Fixed Income,86598.15,2020-02-03 00:00:00
785,767,Fixed Income,77010.42,2022-10-21 00:00:00
786,471,Equity,82503.67,2025-01-14 00:00:00
787,1092,Goal-Based,67885.28,2024-01-19 00:00:00
788,368,Hybrid,279195.12,2023-08-18 00:00:00
789,352,Fixed Income,44805.47,2017-09-03 00:00:00
790,986,Equity,781639.12,2021-08-11 00:00:00
791,1026,Equity,101571.03,2024-01-07 00:00:00
792,1395,Equity,50848.52,2019-12-11 00:00:00
793,238,Equity,52793.13,2025-05-31 00:00:00
794,236,Equity,405624.26,2017-09-13 00:00:00
795,1312,Hybrid,1860112.47,2020-06-07 00:00:00
796,774,Equity,607044,2017-12-07 00:00:00
797,589,Equity,81787.3,2018-07-13 00:00:00
798,1027,Hybrid,66607.3,2018-05-24 00:00:00
799,1022,Fixed Income,65707.17,2019-08-30 00:00:00
800,421,Equity,163561.9,2017-01-20 00:00:00
801,776,Equity,40194,2020-01-30 00:00:00
802,1294,Equity,123880.95,2022-05-11 00:00:00
803,164,Hybrid,83870.27,2024-11-26 00:00:00
804,297,Fixed Income,162713.83,2021-12-25 00:00:00
805,1029,Fixed Income,390789.69,2017-07-28 00:00:00
806,832,Hybrid,138616,2021-12-28 00:00:00
807,1006,Equity,30137.81,2017-04-13 00:00:00
808,1045,Goal-Based,493852.95,2021-12-07 00:00:00
809,842,Hybrid,43442.51,2020-01-14 00:00:00
810,933,Fixed Income,81483.72,2024-03-27 00:00:00
811,421,Fixed Income,70945.13,2022-08-20 00:00:00
812,558,Equity,52256.78,2018-07-09 00:00:00
813,1104,Hybrid,1007168.56,2017-09-22 00:00:00
814,1472,Equity,92221.6,2020-07-05 00:00:00
815,720,Hybrid,115885.76,2022-03-17 00:00:00
816,1293,Hybrid,106272.54,2023-08-16 00:00:00
817,720,Goal-Based,79895.34,2020-07-07 00:00:00
818,1124,Hybrid,187305.01,2019-09-14 00:00:00
819,1303,Hybrid,837724.89,2021-12-26 00:00:00
820,1283,Hybrid,217275.09,2026-01-09 00:00:00
821,520,Hybrid,265059.56,2017-08-05 00:00:00
822,320,Hybrid,29706.47,2018-08-29 00:00:00
823,1250,Equity,384271.87,2025-12-21 00:00:00
824,1064,Hybrid,185157.77,2022-02-17 00:00:00
825,772,Hybrid,760819.53,2024-08-12 00:00:00
826,670,Fixed Income,47570.49,2019-07-06 00:00:00
827,81,Equity,138183.46,2022-01-07 00:00:00
828,624,Fixed Income,102407.22,2019-12-21 00:00:00
829,601,Equity,265702.77,2020-08-12 00:00:00
830,329,Hybrid,124415.61,2020-11-12 00:00:00
831,1119,Hybrid,169519.03,2023-09-04 00:00:00
832,27,Fixed Income,669013.8,2023-03-23 00:00:00
833,527,Fixed Income,546154.75,2024-10-13 00:00:00
834,1304,Equity,163009.12,2022-01-01 00:00:00
835,265,Fixed Income,51931.32,2022-05-06 00:00:00
836,222,Fixed Income,48541.7,2021-05-24 00:00:00
837,1309,Goal-Based,189735.3,2020-03-20 00:00:00
838,18,Equity,319695.53,2018-06-15 00:00:00
839,162,Goal-Based,143014.25,2021-07-12 00:00:00
840,649,Hybrid,223818.49,2021-08-13 00:00:00
841,155,Fixed Income,114145.47,2025-09-04 00:00:00
842,141,Hybrid,775153.64,2022-03-06 00:00:00
843,497,Fixed Income,217752.4,2023-05-24 00:00:00
844,176,Fixed Income,175706.64,2020-12-11 00:00:00
845,300,Equity,258851.82,2017-12-29 00:00:00
846,1208,Fixed Income,157197.3,2020-02-26 00:00:00
847,524,Hybrid,344902.17,2018-09-01 00:00:00
848,650,Equity,191158.97,2018-10-02 00:00:00
849,892,Hybrid,270571.02,2017-08-08 00:00:00
850,531,Hybrid,53530.62,2023-12-22 00:00:00
851,211,Fixed Income,328627.97,2022-12-02 00:00:00
852,744,Hybrid,185774.36,2023-05-17 00:00:00
853,976,Hybrid,47082.61,2022-11-05 00:00:00
854,1,Equity,419204.86,2023-04-24 00:00:00
855,812,Equity,159001.27,2023-08-13 00:00:00
856,54,Goal-Based,863142.92,2018-01-20 00:00:00
857,49,Fixed Income,360600.4,2019-10-31 00:00:00
858,1117,Hybrid,238805.09,2025-08-19 00:00:00
859,407,Fixed Income,105140.12,2017-01-10 00:00:00
860,1252,Hybrid,131293.28,2020-08-21 00:00:00
861,585,Equity,106687.44,2022-11-12 00:00:00
862,1243,Goal-Based,244715.07,2019-12-27 00:00:00
863,1067,Hybrid,219516.38,2022-06-22 00:00:00
864,382,Goal-Based,93144.99,2022-06-23 00:00:00
865,137,Equity,270393.18,2023-06-30 00:00:00
866,193,Equity,328973.18,2017-06-22 00:00:00
867,1174,Equity,108679.6,2019-05-28 00:00:00
868,307,Fixed Income,226690.87,2017-02-03 00:00:00
869,868,Equity,229820.79,2020-08-26 00:00:00
870,1008,Fixed Income,909269.18,2023-04-27 00:00:00
871,884,Goal-Based,111297.71,2024-10-21 00:00:00
872,526,Equity,265460.18,2023-02-14 00:00:00
873,715,Equity,233979.7,2024-10-27 00:00:00
874,1209,Equity,580314.87,2023-08-11 00:00:00
875,50,Hybrid,68452.72,2018-07-22 00:00:00
876,1225,Hybrid,254090.73,2023-04-02 00:00:00
877,115,Hybrid,107616.32,2024-07-03 00:00:00
878,1415,Hybrid,354203.3,2020-10-07 00:00:00
879,74,Hybrid,294609.26,2023-10-03 00:00:00
880,1341,Fixed Income,83430.04,2018-11-16 00:00:00
881,223,Equity,63328.03,2018-10-17 00:00:00
882,44,Goal-Based,366857.69,2019-07-19 00:00:00
883,814,Equity,275115.13,2026-02-05 00:00:00
884,892,Hybrid,84666.64,2024-02-11 00:00:00
885,873,Equity,479135.15,2024-05-29 00:00:00
886,749,Fixed Income,47184.63,2021-08-11 00:00:00
887,411,Equity,182176.44,2022-03-14 00:00:00
888,50,Goal-Based,105673.36,2025-02-01 00:00:00
889,1043,Fixed Income,176397.75,2017-03-06 00:00:00
890,922,Hybrid,40767.8,2020-09-15 00:00:00
891,411,Fixed Income,250287.08,2017-04-08 00:00:00
892,508,Equity,712369.69,2024-07-22 00:00:00
893,512,Equity,149860.02,2023-09-27 00:00:00
894,429,Fixed Income,426694.98,2024-07-29 00:00:00
895,1122,Goal-Based,63404.91,2020-11-11 00:00:00
896,889,Equity,426307.13,2021-06-30 00:00:00
897,1394,Equity,152333.78,2019-08-27 00:00:00
898,1104,Equity,246456.9,2022-02-27 00:00:00
899,1180,Equity,121759.26,2020-08-18 00:00:00
900,322,Fixed Income,109651.43,2025-11-10 00:00:00
901,31,Equity,137138.46,2024-04-27 00:00:00
902,1142,Hybrid,495967.41,2017-02-01 00:00:00
903,282,Hybrid,176739.19,2022-02-03 00:00:00
904,1400,Fixed Income,119020.52,2021-11-16 00:00:00
905,309,Hybrid,122973.67,2020-05-18 00:00:00
906,1474,Fixed Income,130296.22,2017-01-30 00:00:00
907,113,Hybrid,989709.76,2020-01-27 00:00:00
908,669,Equity,315467.9,2022-06-23 00:00:00
909,1311,Fixed Income,252272.93,2020-04-27 00:00:00
910,59,Fixed Income,65797.92,2022-08-18 00:00:00
911,1040,Hybrid,95506.42,2025-03-20 00:00:00
912,1376,Fixed Income,110219.51,2021-03-12 00:00:00
913,1282,Hybrid,73351.71,2022-08-10 00:00:00
914,1062,Fixed Income,60247.3,2017-02-01 00:00:00
915,836,Fixed Income,373509.85,2018-01-25 00:00:00
916,1299,Fixed Income,420687.47,2025-09-07 00:00:00
917,1037,Equity,732798.05,2024-07-28 00:00:00
918,1370,Equity,92587.94,2024-01-16 00:00:00
919,1368,Equity,584064.91,2023-07-13 00:00:00
920,412,Goal-Based,110952.51,2017-09-15 00:00:00
921,538,Hybrid,121982.91,2020-01-04 00:00:00
922,1226,Goal-Based,157994.57,2018-03-17 00:00:00
923,740,Fixed Income,80741,2019-11-06 00:00:00
924,605,Equity,15561.42,2021-08-28 00:00:00
925,1440,Fixed Income,434639.12,2024-08-02 00:00:00
926,1375,Fixed Income,414860.38,2024-11-07 00:00:00
927,1404,Fixed Income,264633.78,2019-08-27 00:00:00
928,1217,Equity,58682.21,2019-10-07 00:00:00
929,906,Hybrid,94832.56,2024-09-23 00:00:00
930,295,Fixed Income,263917.86,2025-08-27 00:00:00
931,480,Equity,181461.22,2018-03-11 00:00:00
932,121,Equity,207963.82,2020-11-16 00:00:00
933,819,Hybrid,120181.32,2023-10-31 00:00:00
934,716,Hybrid,71556.1,2023-05-02 00:00:00
935,44,Equity,33797.33,2017-03-01 00:00:00
936,1113,Equity,614534.92,2023-05-08 00:00:00
937,1269,Fixed Income,221867.48,2025-01-26 00:00:00
938,1406,Goal-Based,345323.24,2019-05-06 00:00:00
939,1182,Hybrid,468770.41,2017-02-03 00:00:00
940,416,Equity,435228.38,2018-02-23 00:00:00
941,1457,Hybrid,13814.38,2017-02-23 00:00:00
942,519,Fixed Income,2057437.12,2023-05-24 00:00:00
943,1106,Hybrid,341282.41,2024-02-07 00:00:00
944,816,Hybrid,243049.28,2022-11-29 00:00:00
945,692,Goal-Based,160949.6,2021-10-04 00:00:00
946,721,Hybrid,131220.89,2017-02-27 00:00:00
947,339,Goal-Based,128197.71,2018-07-18 00:00:00
948,511,Hybrid,33908.55,2021-06-06 00:00:00
949,250,Fixed Income,392355.34,2023-06-28 00:00:00
950,1483,Equity,100885.19,2019-09-12 00:00:00
951,1456,Equity,1363112.82,2022-06-08 00:00:00
952,531,Hybrid,178267.99,2025-03-29 00:00:00
953,444,Hybrid,91124.66,2024-02-09 00:00:00
954,448,Fixed Income,83614.24,2025-01-25 00:00:00
955,914,Equity,451259.98,2017-05-31 00:00:00
956,432,Hybrid,123019.11,2018-02-18 00:00:00
957,966,Hybrid,126610.63,2021-07-24 00:00:00
958,140,Fixed Income,518747.01,2024-11-24 00:00:00
959,693,Goal-Based,70614.55,2023-11-05 00:00:00
960,365,Fixed Income,104184.74,2022-07-28 00:00:00
961,193,Hybrid,68059.73,2022-07-29 00:00:00
962,1406,Equity,422301.41,2024-03-29 00:00:00
963,1023,Goal-Based,86109.1,2024-03-02 00:00:00
964,718,Hybrid,103397.74,2022-02-22 00:00:00
965,70,Equity,104411.83,2023-03-18 00:00:00
966,433,Hybrid,123263.93,2019-01-02 00:00:00
967,408,Goal-Based,46151.67,2023-05-27 00:00:00
968,292,Equity,118668.99,2017-09-03 00:00:00
969,1040,Equity,434042.02,2017-08-30 00:00:00
970,453,Fixed Income,221673.28,2020-03-24 00:00:00
971,577,Equity,1314264.64,2020-07-01 00:00:00
972,1096,Equity,274669.48,2024-04-05 00:00:00
973,357,Hybrid,287744.92,2022-11-22 00:00:00
974,801,Equity,218189.43,2024-03-18 00:00:00
975,628,Equity,329524.56,2021-08-02 00:00:00
976,777,Hybrid,373770.29,2021-03-18 00:00:00
977,684,Fixed Income,538702.11,2019-12-13 00:00:00
978,90,Equity,300588.87,2018-08-26 00:00:00
979,14,Equity,109559.78,2024-12-22 00:00:00
980,1450,Hybrid,180753.13,2022-07-30 00:00:00
981,1156,Fixed Income,82694.59,2020-11-18 00:00:00
982,743,Fixed Income,295309.29,2018-02-15 00:00:00
983,1285,Fixed Income,42690.85,2020-11-10 00:00:00
984,957,Equity,136182.15,2019-11-10 00:00:00
985,818,Hybrid,89897.02,2018-02-18 00:00:00
986,946,Fixed Income,519810.68,2020-02-01 00:00:00
987,1181,Hybrid,248000.64,2019-09-27 00:00:00
988,919,Fixed Income,77154.56,2023-05-17 00:00:00
989,1185,Fixed Income,194134.79,2019-06-22 00:00:00
990,482,Equity,71392.01,2025-04-05 00:00:00
991,938,Equity,682417.85,2023-06-07 00:00:00
992,1031,Hybrid,207212.75,2023-07-09 00:00:00
993,1164,Equity,49434.39,2018-11-08 00:00:00
994,362,Equity,244839.92,2020-03-18 00:00:00
995,1310,Goal-Based,1587817.14,2019-12-04 00:00:00
