account_id,customer_id,account_type,base_currency,opened_date,status
481,979,Retirement,GBP,2022-11-15 00:00:00,Active
482,943,Trust,EUR,2021-05-17 00:00:00,Active
483,217,Brokerage,USD,2024-02-28 00:00:00,Active
484,744,Trust,EUR,2018-05-17 00:00:00,Active
485,886,Brokerage,EUR,2017-11-05 00:00:00,Active
486,46,Brokerage,USD,2016-12-23 00:00:00,Active
487,615,Advisory,USD,2025-07-08 00:00:00,Active
488,818,Brokerage,USD,2019-05-02 00:00:00,Active
489,500,Retirement,EUR,2020-10-14 00:00:00,Active
490,598,Brokerage,GBP,2025-10-07 00:00:00,Active
491,827,Retirement,USD,2018-10-20 00:00:00,Active
492,127,Advisory,USD,2025-06-12 00:00:00,Active
493,701,Trust,CAD,2023-09-01 00:00:00,Active
494,554,Trust,EUR,2016-02-07 00:00:00,Active
495,947,Retirement,GBP,2016-01-27 00:00:00,Active
496,907,Advisory,EUR,2016-11-13 00:00:00,Active
497,204,Brokerage,CAD,2019-10-01 00:00:00,Active
498,422,Retirement,USD,2025-07-08 00:00:00,Active
499,735,Advisory,EUR,2021-07-09 00:00:00,Active
500,299,Brokerage,USD,2022-09-27 00:00:00,Active
501,129,Brokerage,EUR,2017-09-16 00:00:00,Active
502,606,Trust,EUR,2017-08-24 00:00:00,Restricted
503,808,Trust,CAD,2021-11-03 00:00:00,Active
504,481,Retirement,USD,2026-02-26 00:00:00,Active
505,56,Brokerage,USD,2025-07-13 00:00:00,Active
506,590,Retirement,USD,2024-05-15 00:00:00,Active
507,901,Retirement,CAD,2022-08-06 00:00:00,Active
508,860,Trust,CAD,2024-06-17 00:00:00,Active
509,66,Trust,USD,2019-09-17 00:00:00,Active
510,492,Retirement,CAD,2024-12-03 00:00:00,Active
511,983,Retirement,USD,2020-01-05 00:00:00,Active
512,3,Brokerage,USD,2023-10-31 00:00:00,Active
513,988,Trust,USD,2016-12-24 00:00:00,Closed
514,53,Brokerage,EUR,2023-01-16 00:00:00,Closed
515,281,Retirement,CAD,2017-01-26 00:00:00,Active
516,365,Brokerage,USD,2021-07-25 00:00:00,Active
517,123,Brokerage,USD,2025-10-29 00:00:00,Active
518,685,Brokerage,USD,2020-04-18 00:00:00,Active
519,61,Retirement,EUR,2025-10-12 00:00:00,Active
520,856,Retirement,GBP,2023-10-24 00:00:00,Active
521,714,Brokerage,USD,2023-02-23 00:00:00,Closed
522,381,Retirement,USD,2020-05-04 00:00:00,Active
523,779,Retirement,CAD,2023-04-17 00:00:00,Active
524,153,Brokerage,USD,2020-05-31 00:00:00,Active
525,575,Retirement,GBP,2016-10-19 00:00:00,Active
526,959,Brokerage,USD,2021-05-06 00:00:00,Active
527,810,Brokerage,EUR,2022-06-07 00:00:00,Active
528,868,Trust,USD,2016-06-18 00:00:00,Active
529,204,Brokerage,CAD,2025-12-15 00:00:00,Active
530,130,Brokerage,GBP,2024-06-20 00:00:00,Active
531,84,Trust,GBP,2020-09-17 00:00:00,Active
532,383,Brokerage,EUR,2019-11-02 00:00:00,Active
533,932,Brokerage,USD,2024-04-10 00:00:00,Active
534,855,Brokerage,CAD,2017-12-26 00:00:00,Active
535,69,Retirement,USD,2023-10-20 00:00:00,Active
536,829,Trust,GBP,2016-10-28 00:00:00,Active
537,758,Brokerage,EUR,2018-09-08 00:00:00,Active
538,912,Retirement,EUR,2020-12-02 00:00:00,Active
539,793,Brokerage,EUR,2016-06-01 00:00:00,Active
540,282,Brokerage,USD,2022-12-03 00:00:00,Active
541,757,Retirement,USD,2025-12-28 00:00:00,Active
542,56,Advisory,USD,2016-05-19 00:00:00,Closed
543,537,Brokerage,USD,2021-08-08 00:00:00,Closed
544,706,Brokerage,USD,2021-08-18 00:00:00,Active
545,154,Brokerage,USD,2021-08-05 00:00:00,Active
546,730,Brokerage,USD,2016-08-27 00:00:00,Active
547,121,Retirement,CAD,2025-08-22 00:00:00,Active
548,531,Advisory,USD,2021-03-24 00:00:00,Restricted
549,979,Brokerage,GBP,2020-01-07 00:00:00,Active
550,388,Retirement,EUR,2022-06-27 00:00:00,Restricted
551,758,Brokerage,EUR,2019-10-21 00:00:00,Active
552,168,Brokerage,CAD,2016-04-24 00:00:00,Active
553,858,Brokerage,GBP,2021-03-27 00:00:00,Active
554,255,Brokerage,USD,2026-02-14 00:00:00,Active
555,104,Brokerage,USD,2018-09-25 00:00:00,Active
556,700,Trust,EUR,2021-09-16 00:00:00,Active
557,892,Brokerage,EUR,2017-09-21 00:00:00,Active
558,995,Brokerage,EUR,2020-08-28 00:00:00,Active
559,36,Retirement,USD,2016-11-20 00:00:00,Active
560,375,Advisory,EUR,2025-06-05 00:00:00,Active
561,700,Brokerage,EUR,2017-04-15 00:00:00,Active
562,493,Retirement,CAD,2022-10-23 00:00:00,Active
563,826,Brokerage,EUR,2024-03-29 00:00:00,Closed
564,145,Brokerage,GBP,2023-09-08 00:00:00,Active
565,639,Retirement,EUR,2018-04-30 00:00:00,Active
566,185,Retirement,GBP,2023-07-31 00:00:00,Active
567,413,Advisory,CAD,2023-04-17 00:00:00,Active
568,537,Brokerage,USD,2017-09-08 00:00:00,Active
569,862,Retirement,CAD,2019-02-07 00:00:00,Active
570,404,Brokerage,USD,2023-06-29 00:00:00,Active
571,844,Advisory,EUR,2019-09-27 00:00:00,Active
572,331,Brokerage,EUR,2024-05-30 00:00:00,Active
573,943,Retirement,EUR,2024-11-23 00:00:00,Active
574,598,Trust,GBP,2016-05-13 00:00:00,Active
575,588,Retirement,GBP,2018-10-05 00:00:00,Active
576,318,Brokerage,CAD,2017-09-16 00:00:00,Active
577,851,Trust,GBP,2016-09-13 00:00:00,Active
578,796,Trust,USD,2019-10-12 00:00:00,Active
579,476,Advisory,USD,2025-05-26 00:00:00,Active
580,384,Retirement,EUR,2016-06-29 00:00:00,Active
581,974,Brokerage,GBP,2022-01-01 00:00:00,Active
582,356,Trust,USD,2018-03-29 00:00:00,Restricted
583,811,Retirement,EUR,2021-01-26 00:00:00,Active
584,436,Brokerage,USD,2022-10-21 00:00:00,Closed
585,523,Brokerage,CAD,2024-11-12 00:00:00,Active
586,573,Retirement,USD,2021-11-14 00:00:00,Active
587,413,Brokerage,CAD,2024-11-24 00:00:00,Active
588,51,Brokerage,USD,2025-03-18 00:00:00,Active
589,858,Brokerage,GBP,2024-10-06 00:00:00,Closed
590,196,Brokerage,EUR,2016-05-10 00:00:00,Active
591,828,Trust,EUR,2017-06-26 00:00:00,Closed
592,187,Retirement,USD,2021-06-18 00:00:00,Active
593,734,Trust,USD,2018-11-19 00:00:00,Active
594,417,Brokerage,USD,2025-04-20 00:00:00,Closed
595,851,Brokerage,GBP,2025-09-03 00:00:00,Closed
596,655,Advisory,EUR,2021-06-12 00:00:00,Active
597,202,Brokerage,USD,2019-05-08 00:00:00,Active
598,45,Retirement,CAD,2021-04-15 00:00:00,Active
599,125,Brokerage,CAD,2019-03-03 00:00:00,Active
600,223,Trust,USD,2024-03-19 00:00:00,Active
601,607,Retirement,GBP,2025-01-05 00:00:00,Active
602,471,Retirement,USD,2020-11-23 00:00:00,Closed
603,224,Brokerage,CAD,2021-04-07 00:00:00,Active
604,415,Retirement,GBP,2019-01-04 00:00:00,Active
605,797,Retirement,GBP,2022-10-21 00:00:00,Closed
606,941,Brokerage,EUR,2025-11-18 00:00:00,Active
607,926,Brokerage,USD,2022-07-11 00:00:00,Restricted
608,232,Trust,USD,2025-10-28 00:00:00,Active
609,27,Brokerage,GBP,2024-04-14 00:00:00,Active
610,738,Retirement,USD,2023-10-03 00:00:00,Active
611,705,Brokerage,CAD,2016-02-10 00:00:00,Active
612,405,Brokerage,CAD,2018-08-03 00:00:00,Active
613,904,Brokerage,USD,2019-04-06 00:00:00,Active
614,790,Advisory,GBP,2017-09-19 00:00:00,Active
615,851,Brokerage,GBP,2022-12-02 00:00:00,Active
616,102,Brokerage,EUR,2017-05-07 00:00:00,Active
617,379,Retirement,EUR,2022-02-15 00:00:00,Active
618,412,Brokerage,USD,2022-04-21 00:00:00,Active
619,5,Retirement,EUR,2018-06-19 00:00:00,Active
620,752,Retirement,GBP,2018-09-30 00:00:00,Active
621,491,Trust,EUR,2018-05-04 00:00:00,Active
622,30,Brokerage,EUR,2020-09-04 00:00:00,Closed
623,161,Brokerage,GBP,2025-05-10 00:00:00,Active
624,108,Brokerage,EUR,2016-07-17 00:00:00,Active
625,471,Brokerage,USD,2017-04-06 00:00:00,Active
626,217,Brokerage,USD,2018-07-15 00:00:00,Restricted
627,536,Retirement,GBP,2021-06-15 00:00:00,Active
628,428,Brokerage,GBP,2020-06-29 00:00:00,Active
629,552,Brokerage,USD,2020-11-22 00:00:00,Closed
630,36,Retirement,USD,2024-04-03 00:00:00,Active
631,962,Brokerage,EUR,2021-11-08 00:00:00,Active
632,359,Brokerage,EUR,2020-10-10 00:00:00,Active
633,297,Brokerage,EUR,2018-12-15 00:00:00,Active
634,371,Brokerage,CAD,2017-05-11 00:00:00,Restricted
635,874,Brokerage,USD,2018-04-18 00:00:00,Active
636,985,Brokerage,EUR,2022-12-13 00:00:00,Active
637,254,Brokerage,GBP,2023-04-20 00:00:00,Restricted
638,375,Brokerage,EUR,2016-10-23 00:00:00,Active
639,498,Brokerage,CAD,2022-03-28 00:00:00,Closed
640,33,Trust,GBP,2016-05-04 00:00:00,Active
641,525,Advisory,USD,2023-10-11 00:00:00,Active
642,318,Advisory,CAD,2022-02-11 00:00:00,Active
643,297,Brokerage,EUR,2025-01-21 00:00:00,Active
644,190,Trust,EUR,2020-05-26 00:00:00,Active
645,730,Brokerage,USD,2020-03-27 00:00:00,Active
646,97,Brokerage,USD,2016-10-04 00:00:00,Active
647,837,Brokerage,USD,2018-10-31 00:00:00,Active
648,76,Brokerage,EUR,2017-11-08 00:00:00,Active
649,100,Retirement,USD,2021-10-11 00:00:00,Active
650,942,Retirement,EUR,2023-08-26 00:00:00,Active
651,349,Trust,CAD,2022-04-09 00:00:00,Active
652,11,Trust,USD,2024-05-09 00:00:00,Active
653,237,Trust,USD,2019-12-15 00:00:00,Active
654,291,Brokerage,GBP,2017-06-03 00:00:00,Active
655,645,Trust,USD,2025-04-15 00:00:00,Active
656,162,Brokerage,EUR,2025-09-27 00:00:00,Active
657,205,Retirement,EUR,2025-09-05 00:00:00,Active
658,481,Advisory,USD,2017-09-04 00:00:00,Active
659,691,Brokerage,USD,2023-11-16 00:00:00,Active
660,834,Advisory,USD,2019-11-15 00:00:00,Active
661,908,Brokerage,CAD,2022-02-07 00:00:00,Active
662,746,Retirement,GBP,2022-10-29 00:00:00,Active
663,842,Brokerage,GBP,2022-08-12 00:00:00,Active
664,702,Advisory,USD,2017-11-11 00:00:00,Active
665,79,Brokerage,USD,2023-10-17 00:00:00,Active
666,443,Advisory,CAD,2022-12-15 00:00:00,Restricted
667,553,Brokerage,GBP,2026-03-31 00:00:00,Active
668,679,Brokerage,EUR,2019-07-02 00:00:00,Active
669,848,Brokerage,USD,2019-03-01 00:00:00,Active
670,474,Retirement,USD,2020-12-07 00:00:00,Active
671,461,Brokerage,GBP,2023-01-11 00:00:00,Active
672,71,Advisory,USD,2018-07-12 00:00:00,Active
673,357,Brokerage,USD,2023-03-29 00:00:00,Active
674,155,Brokerage,EUR,2020-05-23 00:00:00,Active
675,157,Brokerage,EUR,2019-02-11 00:00:00,Active
676,424,Brokerage,EUR,2025-07-04 00:00:00,Active
677,571,Advisory,GBP,2025-10-16 00:00:00,Active
678,26,Advisory,USD,2021-10-03 00:00:00,Active
679,527,Brokerage,USD,2018-08-25 00:00:00,Active
680,881,Brokerage,EUR,2026-01-14 00:00:00,Active
681,166,Advisory,EUR,2019-07-03 00:00:00,Active
682,342,Trust,CAD,2025-11-25 00:00:00,Active
683,77,Retirement,EUR,2017-10-05 00:00:00,Active
684,977,Trust,GBP,2023-12-07 00:00:00,Closed
685,427,Retirement,CAD,2021-07-01 00:00:00,Active
686,894,Retirement,USD,2020-03-12 00:00:00,Restricted
687,177,Brokerage,USD,2024-02-09 00:00:00,Active
688,767,Trust,USD,2022-06-23 00:00:00,Restricted
689,758,Advisory,EUR,2022-08-16 00:00:00,Restricted
690,79,Retirement,USD,2025-10-14 00:00:00,Active
691,352,Brokerage,CAD,2016-12-04 00:00:00,Active
692,825,Retirement,USD,2021-06-28 00:00:00,Active
693,578,Advisory,CAD,2017-10-14 00:00:00,Active
694,687,Advisory,CAD,2016-06-20 00:00:00,Active
695,804,Advisory,EUR,2024-03-27 00:00:00,Active
696,225,Retirement,CAD,2020-07-29 00:00:00,Active
697,371,Brokerage,CAD,2017-05-04 00:00:00,Closed
698,855,Brokerage,CAD,2016-06-28 00:00:00,Active
699,126,Trust,CAD,2019-03-14 00:00:00,Active
700,870,Trust,EUR,2016-07-16 00:00:00,Closed
701,353,Advisory,GBP,2017-09-28 00:00:00,Closed
702,792,Retirement,USD,2018-05-12 00:00:00,Active
703,84,Retirement,GBP,2019-07-11 00:00:00,Active
704,861,Brokerage,EUR,2016-06-03 00:00:00,Active
705,238,Retirement,CAD,2018-03-12 00:00:00,Active
706,727,Retirement,USD,2022-01-19 00:00:00,Active
707,186,Brokerage,EUR,2023-05-08 00:00:00,Closed
708,262,Brokerage,USD,2025-09-08 00:00:00,Active
709,215,Brokerage,GBP,2016-10-27 00:00:00,Active
710,341,Brokerage,CAD,2020-07-31 00:00:00,Active
711,120,Retirement,CAD,2018-08-13 00:00:00,Closed
712,318,Brokerage,CAD,2024-08-20 00:00:00,Active
713,895,Brokerage,USD,2016-10-14 00:00:00,Active
714,498,Trust,CAD,2024-12-08 00:00:00,Active
715,335,Trust,USD,2017-03-02 00:00:00,Closed
716,458,Trust,USD,2024-11-02 00:00:00,Active
717,890,Brokerage,EUR,2017-03-07 00:00:00,Active
718,859,Advisory,EUR,2023-08-02 00:00:00,Active
719,408,Brokerage,GBP,2021-04-09 00:00:00,Active
720,884,Trust,GBP,2023-11-02 00:00:00,Active
721,577,Retirement,EUR,2018-08-14 00:00:00,Active
722,671,Brokerage,USD,2023-06-10 00:00:00,Active
723,796,Brokerage,USD,2020-08-14 00:00:00,Active
724,621,Retirement,CAD,2023-03-16 00:00:00,Active
725,191,Brokerage,USD,2017-05-22 00:00:00,Active
726,889,Retirement,GBP,2025-10-06 00:00:00,Restricted
727,375,Retirement,EUR,2023-07-21 00:00:00,Active
728,366,Trust,EUR,2025-06-20 00:00:00,Active
729,187,Brokerage,USD,2017-08-22 00:00:00,Closed
730,846,Brokerage,EUR,2019-09-02 00:00:00,Active
731,502,Brokerage,GBP,2020-04-08 00:00:00,Active
732,366,Retirement,EUR,2024-06-01 00:00:00,Active
733,552,Trust,USD,2019-07-10 00:00:00,Active
734,896,Brokerage,USD,2024-08-12 00:00:00,Active
735,225,Retirement,CAD,2023-05-15 00:00:00,Active
736,83,Brokerage,EUR,2025-08-17 00:00:00,Active
737,399,Brokerage,USD,2017-06-26 00:00:00,Active
738,433,Brokerage,USD,2021-12-11 00:00:00,Closed
739,167,Brokerage,USD,2022-11-20 00:00:00,Active
740,726,Retirement,EUR,2023-12-09 00:00:00,Active
741,637,Trust,USD,2020-02-03 00:00:00,Closed
742,364,Brokerage,USD,2018-11-20 00:00:00,Active
743,855,Brokerage,CAD,2020-02-17 00:00:00,Active
744,85,Brokerage,CAD,2018-08-04 00:00:00,Active
745,673,Brokerage,CAD,2021-03-08 00:00:00,Active
746,238,Retirement,CAD,2021-06-06 00:00:00,Active
747,332,Brokerage,CAD,2025-02-10 00:00:00,Closed
748,926,Brokerage,USD,2025-03-06 00:00:00,Active
749,124,Brokerage,GBP,2020-04-12 00:00:00,Active
750,723,Brokerage,CAD,2025-07-30 00:00:00,Active
751,153,Retirement,USD,2016-11-09 00:00:00,Active
752,574,Trust,CAD,2016-08-12 00:00:00,Active
753,215,Retirement,GBP,2023-11-11 00:00:00,Restricted
754,53,Brokerage,EUR,2018-06-22 00:00:00,Closed
755,273,Brokerage,USD,2024-01-22 00:00:00,Active
756,141,Trust,USD,2025-05-20 00:00:00,Active
757,980,Brokerage,EUR,2019-07-30 00:00:00,Active
758,679,Brokerage,EUR,2024-07-14 00:00:00,Active
759,942,Trust,EUR,2023-02-07 00:00:00,Active
760,505,Brokerage,CAD,2025-09-09 00:00:00,Active
761,335,Retirement,USD,2018-02-24 00:00:00,Active
762,300,Brokerage,EUR,2017-05-21 00:00:00,Active
763,816,Retirement,GBP,2023-05-14 00:00:00,Active
764,522,Advisory,GBP,2016-07-01 00:00:00,Restricted
765,73,Brokerage,EUR,2022-11-13 00:00:00,Active
766,502,Brokerage,GBP,2018-07-25 00:00:00,Active
767,822,Brokerage,USD,2026-02-06 00:00:00,Active
768,475,Advisory,CAD,2017-09-24 00:00:00,Active
769,399,Retirement,USD,2022-12-16 00:00:00,Active
770,434,Advisory,USD,2019-08-17 00:00:00,Active
771,293,Brokerage,GBP,2018-02-14 00:00:00,Active
772,146,Brokerage,EUR,2023-05-15 00:00:00,Closed
773,847,Brokerage,USD,2017-05-22 00:00:00,Active
774,464,Retirement,CAD,2022-08-08 00:00:00,Active
775,496,Trust,CAD,2022-05-11 00:00:00,Active
776,172,Retirement,USD,2024-11-13 00:00:00,Active
777,449,Retirement,GBP,2017-06-19 00:00:00,Active
778,326,Brokerage,GBP,2019-05-23 00:00:00,Active
779,347,Retirement,USD,2016-01-26 00:00:00,Active
780,69,Brokerage,USD,2025-01-26 00:00:00,Active
781,266,Trust,USD,2025-02-28 00:00:00,Active
782,228,Brokerage,GBP,2018-04-30 00:00:00,Active
783,67,Brokerage,EUR,2023-03-27 00:00:00,Active
784,916,Brokerage,EUR,2021-11-16 00:00:00,Active
785,357,Advisory,USD,2017-07-15 00:00:00,Active
786,155,Brokerage,EUR,2018-01-10 00:00:00,Active
787,92,Brokerage,CAD,2023-07-25 00:00:00,Active
788,860,Brokerage,CAD,2022-07-20 00:00:00,Active
789,996,Brokerage,USD,2017-12-05 00:00:00,Active
790,165,Brokerage,EUR,2019-08-28 00:00:00,Active
791,12,Retirement,EUR,2016-04-29 00:00:00,Restricted
792,515,Advisory,USD,2024-01-03 00:00:00,Restricted
793,390,Advisory,USD,2025-07-04 00:00:00,Active
794,1000,Brokerage,USD,2020-05-27 00:00:00,Active
795,144,Trust,EUR,2024-08-12 00:00:00,Active
796,349,Brokerage,CAD,2023-01-31 00:00:00,Active
797,491,Advisory,EUR,2016-01-29 00:00:00,Active
798,155,Brokerage,EUR,2024-06-29 00:00:00,Active
799,538,Brokerage,EUR,2020-05-11 00:00:00,Active
800,620,Advisory,USD,2020-05-25 00:00:00,Active
801,139,Retirement,GBP,2025-10-11 00:00:00,Active
802,847,Brokerage,USD,2023-04-28 00:00:00,Active
803,16,Retirement,EUR,2025-09-03 00:00:00,Active
804,57,Trust,GBP,2019-03-21 00:00:00,Active
805,753,Retirement,USD,2024-01-09 00:00:00,Closed
806,425,Trust,USD,2018-07-26 00:00:00,Active
807,135,Trust,CAD,2018-08-03 00:00:00,Active
808,978,Advisory,USD,2025-07-20 00:00:00,Active
809,868,Retirement,USD,2017-01-23 00:00:00,Active
810,709,Retirement,GBP,2016-09-20 00:00:00,Active
811,672,Trust,USD,2023-04-20 00:00:00,Restricted
812,619,Brokerage,CAD,2021-07-23 00:00:00,Active
813,632,Brokerage,USD,2019-07-07 00:00:00,Active
814,617,Retirement,USD,2017-07-09 00:00:00,Active
815,83,Brokerage,EUR,2019-11-11 00:00:00,Active
816,268,Trust,USD,2018-05-26 00:00:00,Active
817,134,Retirement,CAD,2025-02-21 00:00:00,Active
818,616,Trust,USD,2021-09-23 00:00:00,Closed
819,888,Trust,GBP,2016-07-16 00:00:00,Active
820,645,Retirement,USD,2020-11-15 00:00:00,Active
821,252,Trust,GBP,2021-04-11 00:00:00,Closed
822,250,Brokerage,EUR,2016-04-23 00:00:00,Active
823,883,Brokerage,USD,2024-04-17 00:00:00,Active
824,300,Trust,EUR,2020-01-19 00:00:00,Active
825,293,Brokerage,GBP,2018-09-25 00:00:00,Active
826,188,Brokerage,EUR,2016-09-27 00:00:00,Active
827,693,Brokerage,USD,2016-03-27 00:00:00,Active
828,32,Advisory,GBP,2025-02-03 00:00:00,Active
829,898,Brokerage,EUR,2023-11-13 00:00:00,Active
830,271,Brokerage,USD,2016-11-21 00:00:00,Active
831,835,Retirement,EUR,2025-01-10 00:00:00,Active
832,247,Brokerage,CAD,2022-01-01 00:00:00,Active
833,279,Brokerage,EUR,2018-10-14 00:00:00,Active
834,204,Brokerage,CAD,2025-04-03 00:00:00,Closed
835,190,Brokerage,EUR,2018-11-22 00:00:00,Active
836,528,Retirement,USD,2025-11-09 00:00:00,Active
837,495,Brokerage,USD,2021-12-20 00:00:00,Active
838,37,Trust,GBP,2018-04-26 00:00:00,Active
839,67,Advisory,EUR,2025-10-27 00:00:00,Active
840,976,Retirement,USD,2021-08-29 00:00:00,Active
841,324,Retirement,USD,2019-12-22 00:00:00,Active
842,192,Brokerage,EUR,2017-06-18 00:00:00,Active
843,253,Retirement,EUR,2016-01-04 00:00:00,Active
844,449,Brokerage,GBP,2022-05-20 00:00:00,Active
845,599,Brokerage,USD,2024-10-19 00:00:00,Active
846,462,Advisory,GBP,2017-08-26 00:00:00,Active
847,379,Retirement,EUR,2017-06-29 00:00:00,Active
848,510,Advisory,GBP,2021-01-30 00:00:00,Active
849,259,Trust,USD,2020-12-31 00:00:00,Active
850,492,Retirement,CAD,2017-05-22 00:00:00,Active
851,184,Advisory,EUR,2025-04-01 00:00:00,Active
852,678,Brokerage,GBP,2016-11-13 00:00:00,Active
853,555,Retirement,USD,2026-03-24 00:00:00,Active
854,872,Retirement,EUR,2019-12-31 00:00:00,Active
855,205,Brokerage,EUR,2023-03-23 00:00:00,Closed
856,548,Trust,USD,2016-01-02 00:00:00,Active
857,122,Brokerage,USD,2016-02-16 00:00:00,Active
858,178,Brokerage,USD,2024-12-07 00:00:00,Active
859,392,Brokerage,USD,2019-05-01 00:00:00,Active
860,546,Trust,EUR,2023-03-25 00:00:00,Closed
861,337,Brokerage,GBP,2016-04-28 00:00:00,Active
862,351,Brokerage,EUR,2022-11-28 00:00:00,Active
863,261,Retirement,GBP,2022-02-03 00:00:00,Active
864,877,Advisory,EUR,2023-05-17 00:00:00,Active
865,685,Advisory,USD,2022-09-23 00:00:00,Active
866,819,Brokerage,EUR,2018-11-18 00:00:00,Closed
867,913,Brokerage,EUR,2018-09-19 00:00:00,Closed
868,686,Brokerage,CAD,2023-04-14 00:00:00,Closed
869,372,Retirement,EUR,2022-05-08 00:00:00,Restricted
870,981,Retirement,USD,2016-01-06 00:00:00,Active
871,692,Brokerage,GBP,2020-02-12 00:00:00,Active
872,327,Retirement,GBP,2019-11-02 00:00:00,Active
873,819,Retirement,EUR,2019-04-15 00:00:00,Active
874,968,Brokerage,USD,2018-06-15 00:00:00,Active
875,529,Trust,EUR,2023-03-05 00:00:00,Active
876,533,Trust,EUR,2023-04-03 00:00:00,Closed
877,681,Brokerage,EUR,2021-08-15 00:00:00,Active
878,865,Brokerage,USD,2024-12-05 00:00:00,Active
879,850,Advisory,GBP,2020-10-12 00:00:00,Active
880,584,Brokerage,EUR,2021-10-07 00:00:00,Active
881,81,Brokerage,USD,2021-11-04 00:00:00,Active
882,556,Retirement,EUR,2026-02-27 00:00:00,Active
883,131,Retirement,EUR,2025-09-25 00:00:00,Active
884,940,Retirement,USD,2018-04-24 00:00:00,Active
885,583,Advisory,EUR,2023-05-21 00:00:00,Restricted
886,859,Retirement,EUR,2018-11-27 00:00:00,Active
887,429,Retirement,EUR,2017-11-13 00:00:00,Active
888,652,Trust,USD,2017-08-11 00:00:00,Active
889,160,Brokerage,GBP,2017-04-09 00:00:00,Active
890,562,Trust,USD,2019-02-06 00:00:00,Active
891,371,Brokerage,CAD,2021-03-27 00:00:00,Active
892,833,Brokerage,GBP,2017-09-28 00:00:00,Active
893,989,Retirement,CAD,2021-01-23 00:00:00,Active
894,872,Retirement,EUR,2021-03-14 00:00:00,Active
895,459,Brokerage,EUR,2025-03-09 00:00:00,Active
896,922,Trust,USD,2024-07-10 00:00:00,Active
897,330,Retirement,CAD,2018-04-28 00:00:00,Active
898,199,Brokerage,GBP,2025-01-05 00:00:00,Active
899,405,Retirement,CAD,2018-08-03 00:00:00,Active
900,778,Trust,USD,2023-12-05 00:00:00,Active
901,452,Retirement,EUR,2021-02-25 00:00:00,Active
902,661,Brokerage,USD,2024-06-10 00:00:00,Active
903,868,Trust,USD,2022-04-30 00:00:00,Active
904,45,Advisory,CAD,2023-02-02 00:00:00,Active
905,377,Brokerage,EUR,2024-12-02 00:00:00,Active
906,236,Brokerage,USD,2022-06-19 00:00:00,Active
907,154,Trust,USD,2025-12-30 00:00:00,Active
908,958,Advisory,GBP,2023-05-18 00:00:00,Active
909,528,Brokerage,USD,2025-07-17 00:00:00,Closed
910,658,Retirement,EUR,2022-07-20 00:00:00,Active
911,25,Brokerage,EUR,2022-08-25 00:00:00,Active
912,828,Brokerage,EUR,2019-01-15 00:00:00,Active
913,344,Trust,EUR,2024-08-14 00:00:00,Active
914,284,Retirement,EUR,2022-06-18 00:00:00,Active
915,447,Trust,CAD,2016-09-06 00:00:00,Active
916,118,Brokerage,GBP,2024-09-11 00:00:00,Active
917,300,Brokerage,EUR,2017-10-02 00:00:00,Active
918,903,Trust,USD,2018-10-12 00:00:00,Active
919,219,Advisory,EUR,2017-10-23 00:00:00,Active
920,759,Brokerage,EUR,2025-10-22 00:00:00,Active
921,110,Retirement,GBP,2016-06-01 00:00:00,Active
922,655,Brokerage,EUR,2024-03-20 00:00:00,Closed
923,443,Brokerage,CAD,2023-07-05 00:00:00,Active
924,252,Retirement,GBP,2023-11-17 00:00:00,Active
925,691,Brokerage,USD,2022-02-21 00:00:00,Active
926,515,Brokerage,USD,2023-09-08 00:00:00,Active
927,240,Brokerage,EUR,2026-03-31 00:00:00,Active
928,117,Retirement,EUR,2024-07-22 00:00:00,Active
929,544,Brokerage,EUR,2024-01-31 00:00:00,Active
930,483,Trust,EUR,2018-09-06 00:00:00,Active
931,714,Retirement,USD,2025-08-10 00:00:00,Active
932,164,Brokerage,USD,2018-07-09 00:00:00,Active
933,461,Retirement,GBP,2021-08-12 00:00:00,Closed
934,125,Brokerage,CAD,2023-05-16 00:00:00,Active
935,164,Brokerage,USD,2019-06-30 00:00:00,Restricted
936,949,Brokerage,EUR,2017-08-03 00:00:00,Active
937,601,Retirement,EUR,2024-07-17 00:00:00,Active
938,289,Brokerage,EUR,2021-02-25 00:00:00,Active
939,429,Brokerage,EUR,2019-04-06 00:00:00,Closed
940,400,Advisory,EUR,2020-02-24 00:00:00,Active
941,41,Brokerage,EUR,2021-12-28 00:00:00,Active
942,392,Brokerage,USD,2020-11-19 00:00:00,Active
943,168,Brokerage,CAD,2024-06-15 00:00:00,Closed
944,312,Brokerage,EUR,2024-08-23 00:00:00,Active
945,261,Brokerage,GBP,2025-08-26 00:00:00,Active
946,147,Retirement,EUR,2016-01-30 00:00:00,Active
947,802,Retirement,EUR,2023-04-30 00:00:00,Active
948,721,Advisory,EUR,2023-05-24 00:00:00,Active
949,566,Advisory,GBP,2025-07-01 00:00:00,Active
950,244,Brokerage,GBP,2016-03-21 00:00:00,Active
951,907,Advisory,EUR,2019-04-17 00:00:00,Closed
952,866,Brokerage,EUR,2020-03-31 00:00:00,Active
953,538,Brokerage,EUR,2025-08-05 00:00:00,Active
954,572,Retirement,USD,2021-03-24 00:00:00,Active
955,959,Advisory,USD,2018-04-24 00:00:00,Active
956,422,Retirement,USD,2024-10-13 00:00:00,Active
957,324,Trust,USD,2022-04-26 00:00:00,Closed
958,369,Advisory,GBP,2019-04-30 00:00:00,Active
959,360,Trust,GBP,2020-01-23 00:00:00,Active
