holding_id,portfolio_id,asset_class,instrument_name,quantity,market_value
1237,1387,Equity,UNH,390,71298.92
1238,1006,ETF,VGK,901,179528.37
1239,1049,Equity,NVDA,630,259800.52
1240,1153,Equity,NESN,989,196100.42
1241,2470,ETF,VGK,54,12394.12
1242,1295,ETF,SPY,466,103505.21
1243,598,Bond,Corp Bond B,279,295160.2
1244,709,Mutual Fund,Global Growth Fund,2156,95738.78
1245,1751,Equity,UNH,782,97116.27
1246,727,Mutual Fund,Balanced Income Fund,2298,28431.98
1247,2043,ETF,VGK,40,5420.58
1248,2423,Bond,UST 10Y,81,41064.05
1249,2078,Mutual Fund,Balanced Income Fund,1584,151970.14
1250,1933,ETF,QQQ,268,22868.63
1251,1546,ETF,XIC,961,352045.48
1252,1124,Bond,Corp Bond B,252,158770.92
1253,1596,Equity,AAPL,378,123891.17
1254,375,Bond,Corp Bond A,283,336659.25
1255,2023,ETF,VGK,170,57009.15
1256,2179,Equity,MSFT,501,207754.79
1257,625,Equity,MSFT,707,199238.83
1258,645,Equity,NESN,852,323359.81
1259,1441,Mutual Fund,Global Growth Fund,931,16252.66
1260,2046,Mutual Fund,Euro Equity Fund,1484,18505.76
1261,943,Mutual Fund,Global Growth Fund,2033,224696.51
1262,236,Cash,CAD Cash,1,130218.32
1263,1595,Equity,AAPL,496,213996.21
1264,2333,Bond,Corp Bond A,90,71580.06
1265,1748,ETF,VGK,831,92848.57
1266,300,Bond,Euro Gov Bond,146,165746.63
1267,28,Equity,AAPL,122,12168.99
1268,1027,Bond,UST 5Y,10,5963.06
1269,1173,Equity,NESN,988,260558.67
1270,2291,Mutual Fund,Euro Equity Fund,291,6384.43
1271,2372,Equity,TSLA,744,314997.38
1272,793,Bond,UST 5Y,155,20291.34
1273,2281,ETF,QQQ,415,168541.16
1274,916,ETF,EWU,908,139619.48
1275,289,Cash,EUR Cash,1,137800.83
1276,32,Mutual Fund,Global Growth Fund,913,88459.45
1277,172,Equity,V,532,121558.81
1278,1596,Bond,Euro Gov Bond,261,212612.79
1279,646,Cash,CAD Cash,1,86383.29
1280,2478,Equity,MSFT,883,254479.16
1281,1022,Equity,NESN,958,50907.28
1282,354,Equity,GOOGL,442,133974.84
1283,638,Bond,UK Gilt 2030,134,54407.44
1284,1193,Equity,NVDA,900,140167.05
1285,1030,ETF,VTI,442,90359.62
1286,1488,ETF,VTI,595,12643.31
1287,1146,ETF,SPY,49,8121.74
1288,1961,Equity,AAPL,479,18316.4
1289,1734,Bond,Euro Gov Bond,251,165305.91
1290,2428,Cash,CAD Cash,1,87230.56
1291,592,Mutual Fund,Balanced Income Fund,2066,126918.28
1292,1107,Equity,V,547,119223.31
1293,2034,Bond,Corp Bond A,180,31574.2
1294,519,Bond,UK Gilt 2030,80,34674.62
1295,841,Equity,JPM,516,139900.55
1296,2085,Equity,MSFT,845,111373.49
1297,367,Bond,Euro Gov Bond,16,11151.57
1298,1106,ETF,SPY,662,103713.37
1299,2178,Equity,AMZN,209,26171.5
1300,435,Equity,NVDA,520,18138.04
1301,2085,Bond,Euro Gov Bond,291,346985.52
1302,1239,Mutual Fund,US Bluechip Fund,2179,74482.15
1303,59,Bond,UST 5Y,189,25890.62
1304,1756,ETF,EWU,537,84606.86
1305,1387,Mutual Fund,US Bluechip Fund,1951,101782.94
1306,499,Cash,EUR Cash,1,129315.22
1307,74,ETF,EWU,273,70445.75
1308,87,Bond,Corp Bond A,208,65547.44
1309,1536,Mutual Fund,Balanced Income Fund,1820,191176.87
1310,456,Bond,UST 5Y,174,197659.02
1311,396,Mutual Fund,Global Growth Fund,879,57510.23
1312,2313,Equity,MSFT,316,92726.56
1313,2122,Mutual Fund,US Bluechip Fund,1629,90134.75
1314,156,ETF,EWU,139,45483.75
1315,1861,ETF,VTI,555,216483.51
1316,1675,Mutual Fund,Euro Equity Fund,174,18789.75
1317,692,Equity,TSLA,667,223299.85
1318,2465,Equity,GOOGL,364,44048.95
1319,2430,Bond,UST 5Y,199,214145.31
1320,677,ETF,VGK,717,27981.84
1321,2006,Cash,GBP Cash,1,19115.98
1322,151,Mutual Fund,Global Growth Fund,865,94105.63
1323,2248,Equity,V,285,13101.35
1324,2245,Equity,TSLA,402,92688.63
1325,926,ETF,XIC,457,138497.22
1326,1523,Equity,AAPL,573,162035.77
1327,1653,Equity,NESN,435,13397.33
1328,1767,Equity,NESN,514,153296.78
1329,1018,Bond,UST 5Y,177,119151.57
1330,2085,Equity,JPM,469,192293.22
1331,79,Bond,UST 5Y,93,71596.74
1332,926,ETF,QQQ,881,224509.13
1333,333,Equity,V,911,288385.54
1334,1306,ETF,VTI,232,22536.24
1335,2099,Equity,JPM,302,90048.28
1336,1608,Mutual Fund,US Bluechip Fund,1972,155088.37
1337,690,Equity,V,137,40680.48
1338,2114,Equity,NVDA,758,109581.59
1339,1057,Equity,TSLA,417,115323.84
1340,19,Cash,EUR Cash,1,132769.48
1341,105,Bond,UK Gilt 2030,272,48276
1342,1364,Equity,V,971,412417.77
1343,829,Equity,NVDA,498,85614.09
1344,83,Bond,Euro Gov Bond,281,86761.56
1345,1945,ETF,QQQ,107,46745.76
1346,674,Bond,UK Gilt 2030,115,104964.67
1347,330,Bond,Corp Bond A,85,15332.03
1348,903,Cash,CAD Cash,1,138921.24
1349,1491,ETF,VGK,332,136580.01
1350,2119,Equity,V,510,184850.73
1351,534,ETF,QQQ,858,96028.66
1352,2029,Cash,CAD Cash,1,43439.82
1353,2100,Bond,Corp Bond B,20,20960.71
1354,823,ETF,QQQ,593,218786.71
1355,2261,Equity,NESN,234,18810.33
1356,1,Bond,Corp Bond B,10,7587.75
1357,781,Cash,EUR Cash,1,91121.74
1358,688,Cash,EUR Cash,1,144064.55
1359,518,Equity,AAPL,277,101869.82
1360,1696,ETF,VTI,890,394979.85
1361,1705,Mutual Fund,Balanced Income Fund,770,73736.4
1362,690,Equity,JPM,804,243653.77
1363,1506,Equity,AAPL,558,93012.83
1364,1950,Mutual Fund,Global Growth Fund,751,57929.49
1365,1672,Equity,AAPL,323,28363.89
1366,2080,Bond,UK Gilt 2030,109,83254
1367,878,Mutual Fund,Euro Equity Fund,2021,111866.5
1368,2292,Mutual Fund,Euro Equity Fund,2110,199875.07
1369,727,Mutual Fund,US Bluechip Fund,1438,97335.24
1370,1058,ETF,QQQ,547,98480.16
1371,2015,Bond,UST 5Y,189,115929.34
1372,484,Bond,Corp Bond B,285,240925.57
1373,2030,Bond,Corp Bond B,62,62647.32
1374,916,ETF,SPY,612,196062.45
1375,639,Bond,UK Gilt 2030,288,83301.05
1376,1749,Equity,MSFT,251,66216.54
1377,2278,Mutual Fund,Balanced Income Fund,1291,55795.45
1378,1500,ETF,SPY,732,194285.15
1379,913,Bond,Corp Bond B,245,65774.76
1380,1372,ETF,SPY,739,251557.21
1381,1708,Bond,Corp Bond B,89,84651.12
1382,1650,Bond,Corp Bond B,22,14422.07
1383,1158,ETF,SPY,164,68261.53
1384,2011,ETF,EWU,980,384393.82
1385,1133,Bond,UST 10Y,95,48739.65
1386,2153,Equity,NESN,313,51136.57
1387,477,ETF,EWU,228,36240.71
1388,1784,Bond,UST 10Y,186,186407.24
1389,41,Equity,TSLA,169,40622.64
1390,1391,Equity,JPM,472,128141.81
1391,1999,Equity,MSFT,509,225514.85
1392,2045,Mutual Fund,US Bluechip Fund,170,19910.26
1393,1398,ETF,SPY,192,9547.56
1394,111,ETF,EWU,457,26644.87
1395,1646,Mutual Fund,US Bluechip Fund,373,24804.09
1396,636,ETF,XIC,323,84366.85
1397,924,Mutual Fund,US Bluechip Fund,1742,25841.32
1398,1176,Equity,JPM,850,261095.78
1399,596,Bond,UST 10Y,216,186960.61
1400,2478,Equity,MSFT,372,15964.54
1401,1324,ETF,SPY,365,151156.01
1402,688,Mutual Fund,Global Growth Fund,1308,110128.36
1403,770,Equity,V,438,168690.33
1404,2109,Mutual Fund,Global Growth Fund,517,24166.2
1405,2446,Equity,NESN,412,152194.58
1406,920,Bond,UST 5Y,5,5187.4
1407,191,Equity,GOOGL,185,15336.1
1408,805,Mutual Fund,Balanced Income Fund,2363,115460.38
1409,2187,Equity,MSFT,128,56256.6
1410,728,Mutual Fund,Global Growth Fund,2223,159370.83
1411,2232,Bond,Corp Bond B,186,60795.1
1412,1486,Equity,JPM,966,276522.84
1413,1738,Mutual Fund,US Bluechip Fund,784,18535.5
1414,941,Mutual Fund,Balanced Income Fund,499,27316.73
1415,1497,Equity,NESN,749,289429.87
1416,1526,Equity,NESN,714,21556.23
1417,2271,Equity,TSLA,698,114699.02
1418,981,Mutual Fund,US Bluechip Fund,345,37997.83
1419,503,Mutual Fund,Euro Equity Fund,1506,116986.89
1420,858,Equity,V,754,140305.24
1421,860,Bond,UST 10Y,198,151957.52
1422,233,ETF,VTI,563,55319.75
1423,1429,Equity,NVDA,328,20447.13
1424,1085,Equity,NVDA,332,7625.08
1425,264,ETF,XIC,457,102492.42
1426,627,ETF,XIC,931,216463.87
1427,1148,Bond,UK Gilt 2030,92,105877.91
1428,756,Equity,TSLA,303,105192.7
1429,2044,ETF,EWU,742,165310.31
1430,1832,Equity,NESN,15,1135.38
1431,2264,Equity,GOOGL,770,109768.13
1432,890,Bond,UST 10Y,70,58990.25
1433,459,Equity,JPM,759,51458.9
1434,591,Mutual Fund,Balanced Income Fund,1980,45961.75
1435,423,Mutual Fund,Balanced Income Fund,1269,77776.83
1436,1519,Bond,Euro Gov Bond,299,206103.19
1437,613,Equity,UNH,572,86756.36
1438,692,Equity,V,212,79842.47
1439,593,Mutual Fund,US Bluechip Fund,2175,218852.12
1440,2296,Mutual Fund,Global Growth Fund,2265,227122.17
1441,1970,Bond,Corp Bond B,292,153211.9
1442,1630,Equity,JPM,975,95125.54
1443,1947,Mutual Fund,US Bluechip Fund,1540,155872.15
1444,2280,Mutual Fund,Euro Equity Fund,2464,30555.45
1445,145,Bond,Euro Gov Bond,178,107272.65
1446,988,Equity,MSFT,437,12436.13
1447,1667,Equity,AMZN,323,9976.53
1448,523,Bond,Corp Bond A,187,123490.47
1449,1518,Bond,Corp Bond B,247,34322.5
1450,136,Mutual Fund,Balanced Income Fund,44,3473.86
1451,1366,ETF,VTI,301,37601.99
1452,653,Equity,GOOGL,660,73621.65
1453,1042,Bond,Euro Gov Bond,256,87494.78
1454,847,ETF,VGK,378,143053.59
1455,1752,Mutual Fund,Euro Equity Fund,1120,80121.01
1456,71,Bond,Euro Gov Bond,43,30217.43
1457,1250,Bond,UST 10Y,31,29110.58
1458,900,Bond,Corp Bond A,214,133709.86
1459,1833,Mutual Fund,Global Growth Fund,2482,100377.58
1460,238,ETF,EWU,406,137303.52
1461,1277,Mutual Fund,Euro Equity Fund,1852,143573.29
1462,215,Cash,EUR Cash,1,50105.83
1463,1617,Equity,AAPL,396,20109.6
1464,485,ETF,QQQ,160,28338.63
1465,1154,Bond,UST 10Y,185,207413.87
1466,2031,Equity,MSFT,288,69174.93
1467,517,ETF,EWU,949,362174.01
1468,907,Equity,AMZN,290,14411.36
1469,2327,Mutual Fund,Euro Equity Fund,945,52094.64
1470,700,Equity,TSLA,952,351622.43
1471,1100,ETF,SPY,947,370533.16
1472,823,Mutual Fund,Global Growth Fund,255,17095.31
1473,1313,ETF,EWU,857,369042.28
1474,740,Equity,JPM,507,106020.69
1475,798,ETF,VGK,763,172587.27
1476,1847,Equity,JPM,12,493.55
1477,168,Bond,UST 10Y,189,139387.7
1478,1738,Equity,V,93,31371.29
1479,2194,Equity,UNH,575,186335.85
1480,1482,ETF,QQQ,407,99525.71
1481,397,Equity,GOOGL,707,123498.33
1482,1659,Bond,UST 5Y,38,44773.77
1483,1852,Equity,AMZN,12,447.1
1484,1117,Cash,EUR Cash,1,148924.6
1485,1991,Bond,Corp Bond B,143,59737.54
1486,2482,Equity,UNH,97,18883.36
1487,96,Bond,UK Gilt 2030,52,60866.19
1488,1851,Equity,NESN,68,18109.74
1489,2428,Bond,UK Gilt 2030,133,75119.16
1490,1929,Equity,JPM,507,85759.36
1491,2207,ETF,VGK,183,51057.3
1492,1635,Bond,UST 10Y,247,293656.29
1493,959,Cash,EUR Cash,1,93863.31
1494,1128,Mutual Fund,Global Growth Fund,1362,55636.58
1495,841,Equity,UNH,421,127166.29
1496,774,Equity,AAPL,461,170841.92
1497,2202,Mutual Fund,Euro Equity Fund,580,13060.19
1498,2258,Mutual Fund,US Bluechip Fund,1216,60909.48
1499,2028,Bond,UST 10Y,11,13009.71
1500,1550,Equity,TSLA,702,280979.82
1501,2131,Equity,JPM,831,296203.94
1502,2362,Equity,GOOGL,243,42692.37
1503,707,Bond,UK Gilt 2030,277,166695.53
1504,2439,Equity,GOOGL,285,22176.08
1505,152,Mutual Fund,Euro Equity Fund,1826,180685.03
1506,2001,Equity,TSLA,64,15865.63
1507,1902,Bond,Corp Bond B,163,93151.09
1508,319,ETF,QQQ,131,13627.41
1509,4,ETF,SPY,786,353165.62
1510,1148,ETF,EWU,876,363061.75
1511,2075,Equity,TSLA,841,103072.94
1512,1740,Bond,UST 5Y,132,115394.58
1513,1805,Bond,UST 10Y,258,280961.18
1514,1501,Mutual Fund,Balanced Income Fund,1428,166071.51
1515,1170,Mutual Fund,Global Growth Fund,2449,83555.87
1516,1335,Mutual Fund,Euro Equity Fund,1087,78799.69
1517,150,Mutual Fund,Global Growth Fund,2419,35619.59
1518,725,Bond,UST 5Y,101,48326.97
1519,2203,Mutual Fund,Balanced Income Fund,1179,132649.34
1520,1480,Mutual Fund,Euro Equity Fund,1950,56605.09
1521,922,Bond,UK Gilt 2030,107,48300.84
1522,543,Mutual Fund,Global Growth Fund,987,106274.68
1523,394,Equity,TSLA,347,67612.97
1524,1053,Equity,NVDA,122,44875.64
1525,468,Equity,NESN,989,214658
1526,2337,Equity,AAPL,442,41834.48
1527,24,ETF,SPY,359,94373.95
1528,2498,Mutual Fund,Balanced Income Fund,245,10014.35
1529,1544,Equity,V,985,213642.75
1530,986,Mutual Fund,Global Growth Fund,1151,99337.59
1531,333,Mutual Fund,Euro Equity Fund,1999,59371.3
1532,1597,Cash,CAD Cash,1,41571.52
1533,587,Bond,Euro Gov Bond,105,92526.48
1534,259,Bond,UST 5Y,28,13325.36
1535,675,Equity,NVDA,705,140443.56
1536,1438,Equity,AMZN,991,335733.31
1537,2003,Bond,UK Gilt 2030,278,256936.86
1538,1385,Mutual Fund,Balanced Income Fund,2057,100780.11
1539,1881,Equity,V,993,340332.31
1540,1282,Equity,AMZN,650,37059.1
1541,193,Bond,UST 5Y,196,185740.65
1542,1704,Bond,UST 10Y,48,41874.91
1543,229,ETF,VGK,847,241962.33
1544,1214,ETF,EWU,972,46831.92
1545,1403,Mutual Fund,Balanced Income Fund,1123,90494.14
1546,2237,Equity,TSLA,147,37058.38
1547,1439,Equity,JPM,561,130802.48
1548,642,Mutual Fund,Global Growth Fund,1392,14992.91
1549,937,Mutual Fund,Balanced Income Fund,2308,127260.43
1550,176,Equity,JPM,871,291683.29
1551,1200,Equity,NVDA,983,347744.19
1552,568,Bond,Euro Gov Bond,124,134932.44
1553,2008,Equity,V,891,273251.35
1554,2111,Bond,Euro Gov Bond,162,148553.66
1555,2292,Bond,UK Gilt 2030,276,148262.31
1556,681,Equity,MSFT,395,9238.74
1557,1304,Bond,Corp Bond A,150,19858.66
1558,279,Bond,UST 10Y,218,81540.87
1559,871,Bond,UK Gilt 2030,162,121388.92
1560,1009,Cash,USD Cash,1,5454.37
1561,1092,Equity,V,174,36010.39
1562,1157,Equity,TSLA,100,23991.6
1563,759,Bond,UST 5Y,253,276921.82
1564,1708,Equity,AMZN,462,145168.96
1565,1161,Bond,UST 10Y,298,241841
1566,1941,Bond,UST 10Y,57,53377.96
1567,1638,ETF,QQQ,495,160949.29
1568,835,ETF,VTI,308,7612.06
1569,919,Equity,AMZN,567,126759.28
1570,1731,Bond,Corp Bond B,140,136495.23
1571,157,ETF,VTI,918,153118.12
1572,42,ETF,XIC,945,156500.86
1573,1338,Equity,UNH,249,94416.29
1574,1389,Equity,AAPL,871,175249.63
1575,186,Equity,V,619,257448.71
1576,2316,Bond,Euro Gov Bond,242,143318.76
1577,1450,ETF,XIC,807,146458.62
1578,1028,Equity,TSLA,678,30589.27
1579,660,ETF,QQQ,209,54596.41
1580,1459,Mutual Fund,Global Growth Fund,1243,147605.28
1581,2293,ETF,EWU,729,195710.77
1582,1165,Equity,NVDA,63,21896.43
1583,1331,Cash,CAD Cash,1,93624.43
1584,159,Mutual Fund,US Bluechip Fund,2116,39011.63
1585,2105,Equity,TSLA,486,81483.97
1586,1567,Mutual Fund,US Bluechip Fund,2420,65393.08
1587,1727,Equity,GOOGL,695,190824.1
1588,424,Mutual Fund,Balanced Income Fund,571,11269.77
1589,1398,Bond,Euro Gov Bond,32,33051.53
1590,1620,Mutual Fund,Euro Equity Fund,876,64436.66
1591,1246,Mutual Fund,Global Growth Fund,553,23190.06
1592,2101,Equity,GOOGL,963,332880.86
1593,1632,Bond,UST 10Y,33,22025.65
1594,501,Cash,USD Cash,1,58878.09
1595,1213,Equity,NVDA,854,341570.15
1596,372,Equity,UNH,187,11068.63
1597,229,Bond,UST 5Y,180,133748.31
1598,1203,Mutual Fund,Global Growth Fund,2366,216317.43
1599,1591,ETF,EWU,765,125647.86
1600,1126,Bond,UK Gilt 2030,255,182955.88
1601,1170,Equity,GOOGL,885,312475.11
1602,1185,Equity,AMZN,595,100751.43
1603,1137,Mutual Fund,Global Growth Fund,1520,54815.63
1604,358,Equity,V,803,162022.69
1605,2020,Mutual Fund,US Bluechip Fund,106,4784.49
1606,601,Equity,NVDA,507,169702.58
1607,1787,Bond,UST 5Y,119,19352.93
1608,2142,Mutual Fund,Global Growth Fund,410,25602.07
1609,2124,Equity,NVDA,695,112867.76
1610,1254,Bond,Corp Bond B,114,119385.72
1611,1792,ETF,XIC,194,65384.43
1612,746,ETF,XIC,879,355317.54
1613,2090,ETF,XIC,107,12759.49
1614,547,Equity,NVDA,707,249175.97
1615,634,Equity,MSFT,137,7312.04
1616,383,Mutual Fund,Global Growth Fund,1866,162272.01
1617,498,Bond,Corp Bond A,117,50743.75
1618,882,Equity,UNH,21,9106.06
1619,57,Bond,UST 5Y,89,42964.12
1620,911,ETF,VTI,461,49169.3
1621,490,Bond,UST 5Y,174,159933.6
1622,2289,Cash,GBP Cash,1,17918.78
1623,2466,Bond,Corp Bond B,111,57612.82
1624,2498,Equity,JPM,715,266384.08
1625,2312,Equity,TSLA,548,203974.56
1626,1241,ETF,XIC,786,323037.05
1627,503,Equity,NVDA,599,99489.82
1628,1664,Mutual Fund,Balanced Income Fund,1906,211753.81
1629,2493,Equity,AMZN,282,84306.08
1630,1956,Bond,Euro Gov Bond,145,52549.73
1631,1802,Equity,AMZN,932,191559.18
1632,1651,ETF,QQQ,960,193417.5
1633,554,ETF,VGK,407,141325.72
1634,1356,Bond,Corp Bond A,278,142902.42
1635,316,Equity,JPM,175,8676.05
1636,2008,Equity,AAPL,763,128041.96
1637,484,ETF,EWU,324,80151.49
1638,963,Bond,Corp Bond A,114,130295.64
1639,2157,ETF,VTI,337,29390.49
1640,413,Cash,EUR Cash,1,66658.46
1641,526,Equity,MSFT,696,125432.94
1642,2434,ETF,QQQ,132,22223.48
1643,789,Bond,UST 5Y,172,21611.61
1644,2030,Bond,UST 10Y,12,1933.14
1645,2462,Equity,V,552,113359.82
1646,1838,Bond,UST 5Y,229,70559.88
1647,1396,Bond,Corp Bond B,153,78207.6
1648,970,Equity,AMZN,314,130079.5
1649,439,Bond,UST 10Y,76,43084.67
1650,2181,Mutual Fund,US Bluechip Fund,360,31075.92
1651,118,ETF,VGK,808,290152.1
1652,1788,ETF,QQQ,904,388855.55
1653,591,Equity,GOOGL,65,6826.07
1654,1347,Mutual Fund,Global Growth Fund,405,18588.74
1655,108,ETF,EWU,966,298060.01
1656,855,Equity,AAPL,488,70127.55
1657,1043,Bond,Corp Bond A,275,106775.16
1658,2413,Equity,TSLA,949,24019.45
1659,619,Bond,UK Gilt 2030,204,189913.2
1660,615,Mutual Fund,Euro Equity Fund,176,2183.57
1661,1898,Bond,UST 10Y,131,44744.35
1662,1207,Equity,AMZN,981,151143.75
1663,632,ETF,XIC,882,130793.6
1664,439,ETF,SPY,194,46687.81
1665,2146,Mutual Fund,Global Growth Fund,2338,206798.67
1666,1871,Bond,UST 10Y,134,47493.33
1667,1839,Equity,TSLA,69,13237.55
1668,2080,ETF,QQQ,334,42078.83
1669,1412,Equity,AMZN,43,18630.24
1670,1456,Equity,NESN,840,262063.75
1671,518,ETF,XIC,868,320672
1672,583,Equity,NESN,861,98602.73
1673,1202,Equity,GOOGL,375,161398.02
1674,128,Equity,UNH,502,193844.12
1675,2397,Bond,UST 10Y,52,31101.69
1676,339,Equity,UNH,822,263754.28
1677,2464,ETF,XIC,278,6677.12
1678,590,Bond,UST 5Y,246,124455.6
1679,2491,Equity,NESN,433,50871.58
1680,175,Mutual Fund,US Bluechip Fund,1459,28580.57
1681,2053,ETF,XIC,236,78668.27
1682,241,Equity,UNH,407,61813.41
1683,929,Cash,GBP Cash,1,89353.18
1684,626,Mutual Fund,US Bluechip Fund,376,4499.75
1685,316,ETF,VGK,239,25773.68
1686,1773,Equity,TSLA,677,31671.02
1687,1651,Equity,AAPL,864,116718.83
1688,670,ETF,SPY,326,116995.61
1689,920,Equity,NVDA,745,273814.85
1690,593,Equity,UNH,364,32995.23
1691,141,Mutual Fund,Global Growth Fund,795,78537.71
1692,1081,Bond,Corp Bond B,32,27353.73
1693,239,ETF,VGK,962,155267.54
1694,1083,ETF,SPY,424,13022.72
1695,1974,Equity,UNH,304,45309.71
1696,2076,ETF,EWU,622,138236.88
1697,1621,Equity,GOOGL,795,194916.26
1698,35,Equity,GOOGL,796,50123.97
1699,1085,Mutual Fund,Balanced Income Fund,2325,258021.42
1700,2213,Cash,USD Cash,1,137355.21
1701,2124,Bond,UST 5Y,143,132745.28
1702,1756,Equity,UNH,965,30681.84
1703,76,ETF,SPY,832,320128.23
1704,1232,Cash,USD Cash,1,31138.36
1705,1331,Equity,JPM,110,31836.97
1706,1069,Mutual Fund,US Bluechip Fund,1383,131905.98
1707,2018,Equity,NESN,853,263627
1708,1587,Mutual Fund,Global Growth Fund,1099,87201.22
1709,1467,Equity,V,886,141185.31
1710,619,Equity,AAPL,23,3776.71
1711,1814,Bond,Corp Bond A,170,159046.21
1712,169,Bond,Corp Bond A,232,57883.88
1713,212,Equity,AAPL,300,53898.49
1714,702,Mutual Fund,Balanced Income Fund,321,17739.9
1715,299,Equity,UNH,387,28013.76
1716,2320,Equity,MSFT,771,254383.85
1717,442,Bond,UST 10Y,210,123789.74
1718,2263,Bond,Corp Bond A,151,129919.07
1719,2338,Equity,NESN,828,368681.39
1720,649,Mutual Fund,US Bluechip Fund,1112,129926.25
1721,854,Equity,TSLA,443,159520.45
1722,184,ETF,QQQ,194,75588.66
1723,816,Mutual Fund,Balanced Income Fund,520,18923.66
1724,1070,Equity,MSFT,846,370534.97
1725,99,ETF,QQQ,769,138011.84
1726,972,Equity,V,725,240304.26
1727,2035,Bond,UST 10Y,150,47833.67
1728,2470,Mutual Fund,Euro Equity Fund,2168,194749.67
1729,2226,ETF,EWU,553,128237.37
1730,1233,Mutual Fund,US Bluechip Fund,573,28006.47
1731,1399,Bond,UST 10Y,171,107443.41
1732,111,Mutual Fund,US Bluechip Fund,1886,38149.3
1733,761,Bond,Corp Bond B,229,116782.89
1734,2212,ETF,SPY,775,309321.2
1735,1033,ETF,SPY,750,79065.12
1736,164,Mutual Fund,Global Growth Fund,377,11335.52
1737,1106,Equity,JPM,73,16200.77
1738,1600,Mutual Fund,US Bluechip Fund,2113,192867.28
1739,152,Equity,NESN,586,193528.72
1740,1016,Mutual Fund,Balanced Income Fund,116,2568.91
1741,366,Equity,AMZN,301,116838.89
1742,267,Equity,V,215,81861.36
1743,1954,Mutual Fund,Balanced Income Fund,1098,21247.89
1744,2253,Bond,Corp Bond B,77,32912.58
1745,2128,ETF,EWU,529,137125.14
1746,1302,Cash,GBP Cash,1,125777.34
1747,1383,Mutual Fund,Balanced Income Fund,1427,133093.92
1748,1438,Equity,V,948,176616.9
1749,262,Equity,V,470,66196.22
1750,1653,Mutual Fund,Euro Equity Fund,466,39305.83
1751,2274,ETF,QQQ,717,189003.96
1752,254,Equity,AAPL,74,29025.46
1753,1727,Equity,AMZN,100,10128.98
1754,850,Mutual Fund,US Bluechip Fund,699,48335.54
1755,1515,ETF,XIC,10,988.89
1756,1379,Mutual Fund,Global Growth Fund,2188,145332.92
1757,1251,ETF,QQQ,588,64092.13
1758,180,Mutual Fund,Balanced Income Fund,366,3336.39
1759,10,ETF,VTI,570,195522.56
1760,976,Cash,USD Cash,1,67940.92
1761,2236,Bond,UK Gilt 2030,164,185589.18
1762,2267,Bond,UST 10Y,290,151283.82
1763,1630,ETF,VGK,619,97777.09
1764,598,ETF,EWU,239,48969.66
1765,2229,ETF,EWU,626,78188.76
1766,232,Equity,V,538,30038.31
1767,1557,Equity,JPM,496,174123.14
1768,1430,Bond,Euro Gov Bond,278,216224.15
1769,1101,Cash,GBP Cash,1,54139.22
1770,409,ETF,VGK,195,6276.67
1771,2490,Equity,GOOGL,990,168509.46
1772,958,Mutual Fund,Global Growth Fund,43,3495.91
1773,203,Bond,UST 5Y,179,118284.83
1774,213,Equity,TSLA,436,14414.93
1775,1760,ETF,SPY,222,71585.55
1776,791,Equity,MSFT,524,66792.93
1777,1036,Equity,UNH,502,117057.79
1778,2460,Equity,GOOGL,584,52731.9
1779,2476,Mutual Fund,Balanced Income Fund,1372,132786.05
1780,448,Mutual Fund,Balanced Income Fund,2172,144601.57
1781,1420,Cash,EUR Cash,1,74845.77
1782,1149,Mutual Fund,Global Growth Fund,2002,49853.38
1783,242,Mutual Fund,Euro Equity Fund,1181,53166.34
1784,421,Equity,AAPL,283,64350.57
1785,1844,Mutual Fund,Global Growth Fund,60,2960.84
1786,247,Bond,UST 5Y,139,95254.01
1787,1530,Equity,AAPL,703,129371.85
1788,1758,Mutual Fund,US Bluechip Fund,590,40247.61
1789,2167,Equity,AAPL,943,99713.33
1790,2195,Bond,Corp Bond B,271,68327.69
1791,1251,Bond,Corp Bond B,43,24629.01
1792,1530,Cash,CAD Cash,1,124775.8
1793,291,Equity,NESN,821,189151.85
1794,2485,Equity,AMZN,995,109643.69
1795,1380,Mutual Fund,Euro Equity Fund,425,15114.58
1796,1969,Equity,TSLA,684,272541.12
1797,249,Mutual Fund,Euro Equity Fund,385,45038.08
1798,247,Bond,UST 10Y,96,93994.3
1799,801,Bond,UK Gilt 2030,129,129799.33
1800,2389,Bond,UK Gilt 2030,292,240104.23
1801,1452,Mutual Fund,Balanced Income Fund,2388,139689.92
1802,1522,Mutual Fund,Global Growth Fund,1883,158876.32
1803,639,Mutual Fund,Balanced Income Fund,908,13165.08
1804,1032,Mutual Fund,Euro Equity Fund,1441,147024.68
1805,1107,Equity,NVDA,341,63100.36
1806,768,Equity,NVDA,309,104531.39
1807,564,Equity,JPM,462,179282.23
1808,2134,ETF,VGK,378,118011.93
1809,2062,Mutual Fund,Euro Equity Fund,676,22719.75
1810,2336,Mutual Fund,Global Growth Fund,254,12506.5
1811,620,Equity,JPM,972,342800.16
1812,71,ETF,XIC,814,77120.45
1813,218,ETF,SPY,940,230909.39
1814,900,Equity,MSFT,364,154566.47
1815,121,Equity,V,892,282843.29
1816,1764,Mutual Fund,Global Growth Fund,1295,114080.78
1817,2223,ETF,VGK,114,5027.4
1818,1376,Mutual Fund,Euro Equity Fund,1783,96912.78
1819,2116,Equity,MSFT,60,20112.47
1820,696,Mutual Fund,Balanced Income Fund,2039,239619.45
1821,1581,Bond,Corp Bond A,76,9007.85
